Testname: FB_Chlorophyll_384
Date: 1/27/2026  Time: 2:49:39 PM (UTC--6)
ID1: B12_transfer3  ID2: plate1_hour92  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:     1549
A02:     3474
A03:     3282
A04:     3129
A05:     4397
A06:     1607
A07:     2887
A08:     3871
A09:     3031
A10:     2781
A11:     3318
A12:     2399
A13:    10705
A14:    17464
A15:     3114
A16:     2781
A17:    17972
A18:    29236
A19:     2717
A20:     1988
A21:     3450
A22:     1710
A23:     2713
A24:     6138
B01:    38044
B02:   135930
B03:   120317
B04:   338105
B05:    88388
B06:   189859
B07:    11909
B08:    13844
B09:     3517
B10:     1251
B11:     2002
B12:     5062
B13:   128750
B14:   319459
B15:    42856
B16:   212257
B17:    76410
B18:   153997
B19:     1814
B20:     2477
B21:     2626
B22:     4416
B23:     2440
B24:     4684
C01:     3089
C02:     2408
C03:    34434
C04:    73287
C05:     3689
C06:     4792
C07:     2374
C08:     4605
C09:     3808
C10:     5457
C11:     2145
C12:     9399
C13:     2746
C14:     6875
C15:     3714
C16:     2036
C17:     2863
C18:     3532
C19:    17259
C20:    31862
C21:     2066
C22:     2854
C23:     3251
C24:     2850
D01:     3107
D02:     2438
D03:    77213
D04:   156239
D05:   197981
D06:   466865
D07:     3181
D08:     1752
D09:   151297
D10:   539372
D11:     2800
D12:     2811
D13:     2070
D14:     2028
D15:     2287
D16:     1264
D17:   152338
D18:   384420
D19:    75845
D20:   188913
D21:   137557
D22:   281182
D23:     3117
D24:     3825
E01:     5011
E02:     9816
E03:     2868
E04:     4895
E05:     3430
E06:     2112
E07:     2044
E08:     1745
E09:     2262
E10:     5097
E11:     2508
E12:     3032
E13:     2445
E14:     2820
E15:     4255
E16:     2293
E17:     6427
E18:    34953
E19:     2564
E20:     1838
E21:     2544
E22:     3199
E23:     2548
E24:     4252
F01:   107751
F02:   501327
F03:     3270
F04:     7862
F05:     2852
F06:     3630
F07:     2949
F08:     2321
F09:     3161
F10:    11115
F11:     2530
F12:     3540
F13:     3276
F14:     1470
F15:     2559
F16:     3569
F17:     1708
F18:    11934
F19:     2167
F20:     3654
F21:     3569
F22:     4646
F23:     3489
F24:     1924
G01:     2922
G02:     4092
G03:     1986
G04:     2525
G05:     4077
G06:     7378
G07:     3239
G08:     3231
G09:     3430
G10:     3434
G11:     3002
G12:     2859
G13:     2332
G14:     4722
G15:     2742
G16:     2413
G17:     2382
G18:     1756
G19:     9006
G20:    24280
G21:     2339
G22:     2323
G23:     2381
G24:     2755
H01:     2053
H02:     1284
H03:     2909
H04:     2207
H05:     4927
H06:     9131
H07:     1826
H08:     1912
H09:     1975
H10:     5107
H11:   207680
H12:   414672
H13:   126491
H14:   378719
H15:     2313
H16:     2136
H17:    28840
H18:   101255
H19:    55664
H20:   106922
H21:     2278
H22:     2796
H23:     3984
H24:     1698
I01:     4113
I02:     6064
I03:     2902
I04:     3331
I05:     9655
I06:    18191
I07:     2040
I08:     3347
I09:     2840
I10:     3807
I11:     3696
I12:     6093
I13:     3016
I14:     2119
I15:     2630
I16:     1969
I17:     3279
I18:     4512
I19:    20654
I20:    33321
I21:    19008
I22:    57570
I23:     2655
I24:     3781
J01:     6152
J02:     8022
J03:   138941
J04:   233090
J05:    22524
J06:    82556
J07:     2207
J08:     1399
J09:    42503
J10:    84395
J11:   134170
J12:   424747
J13:     2401
J14:     3617
J15:    34166
J16:    85602
J17:   159991
J18:   312173
J19:    62983
J20:   191333
J21:    85055
J22:   612876
J23:    86377
J24:   197428
K01:     3251
K02:     3113
K03:     2631
K04:     2658
K05:     4973
K06:    15724
K07:     2725
K08:     2076
K09:    10018
K10:    24579
K11:     2427
K12:     2491
K13:     3887
K14:     2629
K15:     2395
K16:     2518
K17:     3095
K18:     2547
K19:     4888
K20:     3865
K21:     3053
K22:     2303
K23:     5363
K24:    10999
L01:     4044
L02:     1773
L03:     2633
L04:     2098
L05:   116160
L06:   410790
L07:    39235
L08:   130878
L09:    29673
L10:   164861
L11:     3325
L12:     2804
L13:     2782
L14:     2930
L15:     9005
L16:    23186
L17:    35975
L18:   210901
L19:   128971
L20:   495859
L21:     4121
L22:    11729
L23:     7436
L24:    18757
M01:     7391
M02:    11455
M03:     8480
M04:    23400
M05:     3583
M06:     2840
M07:     5201
M08:     1859
M09:     2751
M10:     7121
M11:     9249
M12:    15593
M13:     3121
M14:     5388
M15:     2606
M16:     1355
M17:     3896
M18:     1367
M19:     2674
M20:     3383
M21:     5756
M22:     9956
M23:     2436
M24:     3529
N01:   113458
N02:   217383
N03:    28431
N04:   105470
N05:     2422
N06:     1835
N07:    13916
N08:    44047
N09:    13325
N10:    24113
N11:    56398
N12:   175274
N13:   178614
N14:   429955
N15:     2925
N16:     4036
N17:    11597
N18:    43372
N19:     2152
N20:     2097
N21:   143450
N22:   648132
N23:     1585
N24:     1944
O01:     4345
O02:     3972
O03:     2412
O04:     5595
O05:     3432
O06:     2529
O07:     4473
O08:    19777
O09:     2794
O10:     2732
O11:     3418
O12:     2744
O13:     2635
O14:     1937
O15:     2664
O16:     1861
O17:     2328
O18:     2408
O19:     5396
O20:    10711
O21:     1657
O22:     2713
O23:     6267
O24:     5417
P01:     5823
P02:     8576
P03:    10114
P04:    16402
P05:     1387
P06:     3994
P07:   123525
P08:   364625
P09:     1593
P10:     1447
P11:     2216
P12:     2171
P13:     3499
P14:     2222
P15:     2923
P16:     9883
P17:     2406
P18:     3809
P19:   110708
P20:   345091
P21:    36352
P22:    70380
P23:    41909
P24:    68112

