Testname: FB_Chlorophyll_384
Date: 1/24/2026  Time: 12:23:45 PM (UTC--6)
ID1: B12_transfer2  ID2: plate6_hour90  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:    82171
A02:   553835
A03:     2926
A04:     6838
A05:     2638
A06:     3145
A07:     8130
A08:    14791
A09:     9132
A10:    14133
A11:     6926
A12:    20516
A13:     3733
A14:     7854
A15:     3092
A16:     5268
A17:   317285
A18:   517363
A19:    19540
A20:    37339
A21:     3184
A22:     4300
A23:     5571
A24:     9813
B01:   372540
B02:   677632
B03:   424036
B04:   743167
B05:   522967
B06:   795278
B07:   361823
B08:   706818
B09:   455765
B10:   714241
B11:   439114
B12:   687926
B13:   414576
B14:   785490
B15:   494738
B16:   781991
B17:   571866
B18:   790453
B19:   408753
B20:   646150
B21:   523446
B22:   746749
B23:   526289
B24:   577225
C01:     7101
C02:     2795
C03:     3933
C04:     3630
C05:   349561
C06:   540424
C07:     3712
C08:     5155
C09:    12345
C10:    21188
C11:    11392
C12:    10810
C13:   124082
C14:   258831
C15:     2573
C16:     3767
C17:   316985
C18:   458444
C19:   268100
C20:   431650
C21:     2646
C22:     2867
C23:   108346
C24:   362657
D01:   439770
D02:   665726
D03:   383627
D04:   692205
D05:   429067
D06:   771027
D07:   325542
D08:   687926
D09:   234498
D10:   787267
D11:   190669
D12:   295017
D13:   532673
D14:   771970
D15:   439401
D16:   806884
D17:   380332
D18:   760788
D19:   446756
D20:   572823
D21:   481779
D22:   621871
D23:   469271
D24:   750645
E01:   155512
E02:   128837
E03:     3115
E04:     1929
E05:   601626
E06:   787281
E07:    11038
E08:    17836
E09:   431568
E10:   705191
E11:   376819
E12:   681022
E13:   574504
E14:   730468
E15:     2586
E16:     3098
E17:   467767
E18:   714747
E19:   578236
E20:   653955
E21:     1693
E22:     2724
E23:   386812
E24:   618891
F01:   328303
F02:   727406
F03:   357339
F04:   873882
F05:   456243
F06:   771219
F07:   422122
F08:   686094
F09:   320156
F10:   677824
F11:   375015
F12:   691056
F13:   457091
F14:   689607
F15:   385349
F16:   703811
F17:   528381
F18:   824054
F19:   425294
F20:   806761
F21:   357421
F22:   722894
F23:   424761
F24:   776796
G01:   271722
G02:   520739
G03:    75017
G04:   129001
G05:   151199
G06:   315194
G07:     3748
G08:     8968
G09:   372212
G10:   791765
G11:     2445
G12:     4009
G13:     3183
G14:     2783
G15:     6833
G16:    17478
G17:     2941
G18:     2677
G19:   381563
G20:   701077
G21:   370257
G22:   667612
G23:   143728
G24:   256590
H01:   294128
H02:   780706
H03:   438417
H04:   760528
H05:   442860
H06:   722471
H07:   405349
H08:   844573
H09:   417174
H10:   682581
H11:   421206
H12:   689266
H13:   389888
H14:   840376
H15:   529721
H16:   772832
H17:   369259
H18:   727597
H19:   437966
H20:   674078
H21:   388945
H22:   666710
H23:   453359
H24:   579002
I01:   250889
I02:   575242
I03:   213993
I04:   527656
I05:     2200
I06:    11018
I07:   403544
I08:   782483
I09:     4113
I10:     6229
I11:     2720
I12:     4242
I13:     2899
I14:     2969
I15:    14424
I16:    24608
I17:     5305
I18:    12817
I19:   435095
I20:   684139
I21:     5051
I22:     1826
I23:   405855
I24:   516912
J01:   497103
J02:   828497
J03:   434986
J04:   831641
J05:   361932
J06:   601735
J07:   418595
J08:   750850
J09:   385869
J10:   749866
J11:   355439
J12:   729497
J13:   495928
J14:   772326
J15:   363190
J16:   591975
J17:   407304
J18:   818531
J19:   400674
J20:   737809
J21:   395356
J22:   648897
J23:   566357
J24:   601065
K01:   489954
K02:   864258
K03:   389491
K04:   664331
K05:   265270
K06:   531962
K07:   420605
K08:   628392
K09:     8265
K10:    32471
K11:   107737
K12:   226222
K13:    33518
K14:   112638
K15:     4553
K16:    14077
K17:     9084
K18:    37370
K19:    31198
K20:    96686
K21:     3615
K22:     2615
K23:   427563
K24:   912828
L01:   432799
L02:   695390
L03:   382328
L04:   737439
L05:   341427
L06:   736647
L07:   398855
L08:   750057
L09:   293991
L10:   503692
L11:   361208
L12:   687571
L13:   363258
L14:   679382
L15:   416996
L16:   675718
L17:   325132
L18:   792626
L19:   363327
L20:   699969
L21:   363231
L22:   652643
L23:   411159
L24:   796426
M01:     5898
M02:     9101
M03:   321168
M04:   794663
M05:   383750
M06:   632083
M07:   350477
M08:   711343
M09:   400797
M10:   631495
M11:   230780
M12:   713489
M13:   323669
M14:   551210
M15:     3569
M16:     3552
M17:   305214
M18:   554983
M19:   144412
M20:   259255
M21:   377407
M22:   644646
M23:   357927
M24:   750016
N01:   314551
N02:   759886
N03:   351543
N04:   661966
N05:   342616
N06:   784000
N07:   399908
N08:   815100
N09:   338064
N10:   803508
N11:   240199
N12:   726203
N13:   376641
N14:   604004
N15:   323519
N16:   641557
N17:   337353
N18:   767951
N19:   350162
N20:   691207
N21:   412826
N22:   750235
N23:   400810
N24:   708267
O01:     7467
O02:     9021
O03:   446838
O04:   740201
O05:   551552
O06:   808798
O07:   356628
O08:   749524
O09:     4362
O10:     5703
O11:   625644
O12:   771273
O13:   251299
O14:   683702
O15:     4119
O16:     3551
O17:   446442
O18:   623539
O19:     4967
O20:     7926
O21:   476830
O22:   814170
O23:     2852
O24:     5000
P01:   271353
P02:   777124
P03:   479400
P04:   838298
P05:   575639
P06:   673025
P07:   572932
P08:   788840
P09:   487821
P10:   914154
P11:   422737
P12:   781772
P13:   474096
P14:   826118
P15:   451677
P16:   827622
P17:   406798
P18:   621967
P19:   350750
P20:   725068
P21:   454083
P22:   928467
P23:   344639
P24:   406866

