Testname: FB_Chlorophyll_384
Date: 1/27/2026  Time: 3:12:31 PM (UTC--6)
ID1: B12_transfer3  ID2: plate11_hour92  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:     2160
A02:     2676
A03:     1864
A04:     2645
A05:     1973
A06:     2318
A07:     2784
A08:     5122
A09:     1561
A10:     3915
A11:     2365
A12:     6706
A13:     2308
A14:     3674
A15:     2734
A16:     2737
A17:     3425
A18:     5787
A19:     1633
A20:     4345
A21:     2158
A22:     3924
A23:     1647
A24:     1288
B01:     2995
B02:     4063
B03:     1929
B04:     2659
B05:     2034
B06:     2421
B07:     1889
B08:     1732
B09:     2982
B10:     3364
B11:   671877
B12:   620887
B13:     1536
B14:     1618
B15:     4102
B16:     3675
B17:     3913
B18:     3093
B19:     1530
B20:     1674
B21:     1244
B22:     1153
B23:     2019
B24:     1201
C01:     2665
C02:     2522
C03:     2832
C04:     4303
C05:     2534
C06:     5963
C07:     2732
C08:     5037
C09:     1766
C10:     2226
C11:     3497
C12:     2543
C13:     2543
C14:     4619
C15:     2932
C16:     4759
C17:     1859
C18:     4675
C19:     2550
C20:     6161
C21:     3680
C22:     4053
C23:     2506
C24:     2438
D01:     1970
D02:     3990
D03:     2099
D04:     3409
D05:     2721
D06:     2177
D07:     2126
D08:     1493
D09:     1504
D10:     1224
D11:     1690
D12:     1374
D13:     2374
D14:     3340
D15:     1594
D16:     3642
D17:     2357
D18:     2695
D19:     2368
D20:     2662
D21:     2820
D22:     2326
D23:     2173
D24:     2517
E01:     2367
E02:     3115
E03:     3429
E04:     3500
E05:     5320
E06:    16042
E07:     1834
E08:     5711
E09:     2928
E10:    11842
E11:     2635
E12:     4181
E13:     2087
E14:     4951
E15:     2986
E16:     5456
E17:     3871
E18:     6449
E19:     1713
E20:     6302
E21:     2167
E22:     4857
E23:     2358
E24:     3354
F01:     1703
F02:     1435
F03:     2174
F04:     1840
F05:    90942
F06:   197018
F07:     2165
F08:     1927
F09:     3968
F10:     7557
F11:     1895
F12:     4671
F13:     2644
F14:     4201
F15:     2423
F16:     1342
F17:     2514
F18:     2924
F19:     1945
F20:     2495
F21:     2792
F22:     3467
F23:     1672
F24:     1272
G01:     2345
G02:     6028
G03:     4717
G04:     4803
G05:     3764
G06:     3112
G07:     2822
G08:     4196
G09:     5088
G10:     6587
G11:     1858
G12:     6089
G13:     2031
G14:     2867
G15:     4096
G16:     4700
G17:     3278
G18:     3601
G19:     1959
G20:     8089
G21:     2033
G22:     5078
G23:     1733
G24:     3110
H01:     2698
H02:     1710
H03:     1246
H04:     1205
H05:     1808
H06:     1488
H07:     1529
H08:     2328
H09:     2528
H10:     2674
H11:     2480
H12:     2319
H13:     2021
H14:     2120
H15:     2547
H16:     4089
H17:     2089
H18:     2550
H19:     2584
H20:     4157
H21:     1716
H22:     3207
H23:     1279
H24:     2222
I01:     2395
I02:     3945
I03:     2197
I04:     3984
I05:     2920
I06:     2480
I07:     1890
I08:     6259
I09:     2043
I10:     3139
I11:     2265
I12:     3053
I13:     3362
I14:     3526
I15:     2985
I16:     2682
I17:     1764
I18:     3747
I19:     2543
I20:     6865
I21:     1963
I22:     3004
I23:     3473
I24:     3812
J01:     1785
J02:     1604
J03:     2941
J04:     2111
J05:     2039
J06:     4069
J07:     3109
J08:     6969
J09:     2398
J10:     2899
J11:     1935
J12:     3583
J13:     1804
J14:     2347
J15:     1699
J16:     1523
J17:     1851
J18:     1275
J19:     1664
J20:     2977
J21:     1652
J22:     1793
J23:     2897
J24:     2538
K01:     2734
K02:     5719
K03:     2567
K04:     6446
K05:     1892
K06:     5580
K07:     4455
K08:    15802
K09:     1679
K10:     7187
K11:     2442
K12:     4416
K13:     2653
K14:     5336
K15:     2054
K16:     4070
K17:     2106
K18:     2303
K19:     3187
K20:     2790
K21:     2370
K22:     3097
K23:     1889
K24:     5067
L01:     2209
L02:     3858
L03:     1827
L04:     1591
L05:     4550
L06:     3051
L07:    15239
L08:    67189
L09:     2397
L10:     2187
L11:     2948
L12:     3552
L13:     2106
L14:     1809
L15:     2739
L16:     2994
L17:     2120
L18:     1698
L19:     2696
L20:     1030
L21:     3004
L22:     2703
L23:     2498
L24:     3165
M01:     2799
M02:     3494
M03:     1445
M04:     6014
M05:     2576
M06:     5901
M07:     3109
M08:     8068
M09:     4318
M10:     5587
M11:     2594
M12:     8689
M13:     2118
M14:     3096
M15:     1973
M16:     4803
M17:     2441
M18:     4723
M19:     3129
M20:     5908
M21:     2677
M22:     6479
M23:     1683
M24:     4072
N01:     2128
N02:     2201
N03:     2269
N04:     3270
N05:     2455
N06:     3880
N07:     3096
N08:     5499
N09:     4003
N10:     2694
N11:     3199
N12:     3821
N13:     3888
N14:     2318
N15:     2441
N16:     2913
N17:     2795
N18:     3961
N19:     3722
N20:     2417
N21:     2292
N22:     1903
N23:     2270
N24:     3134
O01:     1542
O02:     2448
O03:     3361
O04:    11498
O05:   260130
O06:   439784
O07:     2104
O08:     5151
O09:     2973
O10:     3628
O11:     3604
O12:     4691
O13:     2114
O14:     4951
O15:     3556
O16:     5203
O17:     1981
O18:     8383
O19:     1803
O20:     5431
O21:     2735
O22:     6581
O23:     2068
O24:     3923
P01:     2476
P02:     1170
P03:    14183
P04:    61149
P05:   319705
P06:   485825
P07:     2616
P08:     2734
P09:     1472
P10:     1588
P11:     2107
P12:     2124
P13:     2236
P14:     2298
P15:     1729
P16:     2001
P17:     1343
P18:     2044
P19:     1266
P20:     1797
P21:     1830
P22:     2471
P23:     2302
P24:     2130

