Testname: FB_Chlorophyll_384
Date: 1/23/2026  Time: 6:57:21 PM (UTC--6)
ID1: B12_transfer2  ID2: plate9_hour72  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:     4410
A02:     3820
A03:     2782
A04:     2745
A05:     2261
A06:     3879
A07:     4235
A08:     3048
A09:     2047
A10:     2684
A11:     2392
A12:     5199
A13:    17279
A14:    45295
A15:     2551
A16:     4703
A17:     3279
A18:     3774
A19:     3638
A20:     3055
A21:   255373
A22:   803330
A23:     4009
A24:     3336
B01:     3868
B02:     2059
B03:     2739
B04:     3375
B05:     4627
B06:     2492
B07:     2257
B08:     2127
B09:     2734
B10:     4050
B11:     3966
B12:     5353
B13:   189365
B14:   498908
B15:     2491
B16:     4470
B17:     2835
B18:     3238
B19:     2268
B20:     2996
B21:   245052
B22:   515886
B23:     3233
B24:     3185
C01:    42055
C02:   120065
C03:     3351
C04:     3484
C05:     2888
C06:     3243
C07:     3263
C08:     7513
C09:     3449
C10:     3370
C11:    70185
C12:   185651
C13:     2302
C14:     6337
C15:    11230
C16:    45082
C17:     8930
C18:    23666
C19:     3570
C20:     4136
C21:    83027
C22:   253943
C23:     4228
C24:     8134
D01:   288865
D02:   467753
D03:     3521
D04:     2639
D05:     2557
D06:     1840
D07:   111389
D08:   575229
D09:     2669
D10:     2200
D11:   292159
D12:   219229
D13:     3760
D14:     2883
D15:     9495
D16:    21625
D17:     2364
D18:     9927
D19:     2383
D20:     3330
D21:   130769
D22:   351434
D23:     3330
D24:    17987
E01:     9141
E02:     5788
E03:     5228
E04:     7710
E05:     3173
E06:     2100
E07:     3215
E08:     5997
E09:     2811
E10:     4212
E11:     4022
E12:     2235
E13:     3511
E14:     2465
E15:     3166
E16:     3862
E17:     2051
E18:     7059
E19:     2419
E20:     5250
E21:   118045
E22:   241593
E23:     4184
E24:     4286
F01:    39044
F02:   177278
F03:   208602
F04:   464350
F05:     2122
F06:     2009
F07:   244054
F08:   522284
F09:     3795
F10:     2899
F11:     3729
F12:     2643
F13:     2818
F14:     2687
F15:     1815
F16:     2424
F17:     2799
F18:     2495
F19:     2446
F20:     2558
F21:   370312
F22:   652274
F23:     2299
F24:     2447
G01:   216330
G02:   352349
G03:     3783
G04:    10995
G05:     4303
G06:     7164
G07:     3101
G08:     2962
G09:     3195
G10:     4475
G11:     3605
G12:     4675
G13:     3358
G14:     4211
G15:     3892
G16:     3115
G17:     3004
G18:     7861
G19:     3787
G20:     5332
G21:     2590
G22:     5397
G23:     3074
G24:    46119
H01:   369902
H02:   677605
H03:     3687
H04:     1904
H05:     6451
H06:    12216
H07:     2857
H08:     2581
H09:     3170
H10:     2659
H11:     3394
H12:     3203
H13:     4066
H14:     2696
H15:     3396
H16:     2295
H17:   260513
H18:   581039
H19:     3860
H20:     3170
H21:     2345
H22:     1854
H23:     2466
H24:     6376
I01:    10264
I02:     5293
I03:     2785
I04:     6123
I05:     3189
I06:     4772
I07:     2092
I08:     5194
I09:     3075
I10:     4910
I11:   105335
I12:   309603
I13:     4971
I14:     9704
I15:   113376
I16:   404747
I17:     6035
I18:     9449
I19:     3460
I20:     2853
I21:     4342
I22:     6818
I23:     2837
I24:     2950
J01:     3087
J02:     3605
J03:     2524
J04:     3304
J05:     3569
J06:     3936
J07:     2580
J08:     3566
J09:     2453
J10:     2591
J11:   112113
J12:   288291
J13:    93021
J14:   200923
J15:   124206
J16:   339882
J17:   259228
J18:   591633
J19:     1796
J20:     1798
J21:     2804
J22:     4284
J23:     2119
J24:     2797
K01:     3528
K02:     6026
K03:     4525
K04:     2825
K05:     7259
K06:    33526
K07:     3223
K08:     5228
K09:    55569
K10:   227276
K11:   111448
K12:   336588
K13:     3628
K14:     4824
K15:     3377
K16:     7638
K17:     2238
K18:     4907
K19:     3773
K20:     7127
K21:     2392
K22:     4524
K23:     3611
K24:     7343
L01:     2896
L02:     3284
L03:     2688
L04:     1921
L05:   420632
L06:   790220
L07:     4201
L08:     2227
