Testname: FB_Chlorophyll_384
Date: 1/26/2026  Time: 3:59:16 PM (UTC--6)
ID1: B12_transfer3  ID2: plate8_hour70  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:   296616
A02:   337832
A03:     4397
A04:    19398
A05:   408425
A06:   384761
A07:   395206
A08:   664823
A09:   337107
A10:   286705
A11:   254170
A12:   575352
A13:   379198
A14:   366580
A15:   246323
A16:   365760
A17:   290724
A18:   379457
A19:    55427
A20:   137470
A21:   401111
A22:   354236
A23:   387455
A24:   266842
B01:   390421
B02:   610785
B03:   358023
B04:   726421
B05:   438718
B06:   642773
B07:   400305
B08:   546220
B09:   323724
B10:   737221
B11:   316643
B12:   707939
B13:   327798
B14:   505593
B15:   362520
B16:   813719
B17:   433195
B18:   790945
B19:   323669
B20:   493727
B21:   293226
B22:   829495
B23:   433687
B24:   174839
C01:   413346
C02:   816221
C03:   472401
C04:   838777
C05:   319240
C06:   754623
C07:     5570
C08:    14202
C09:   335221
C10:   791779
C11:     3111
C12:     6252
C13:   280950
C14:   694747
C15:     4038
C16:     3888
C17:   329657
C18:   790794
C19:   388685
C20:   734828
C21:   325392
C22:   625262
C23:   289603
C24:   516365
D01:   343067
D02:   863547
D03:   607080
D04:   713763
D05:   326458
D06:   756810
D07:   370244
D08:   656840
D09:   308564
D10:   339827
D11:   303929
D12:   546617
D13:   362520
D14:   741814
D15:   354209
D16:   793241
D17:   371406
D18:   797766
D19:   374208
D20:   769195
D21:   347852
D22:   542899
D23:   310655
D24:   481642
E01:   294360
E02:   821511
E03:   382957
E04:   583198
E05:     2867
E06:     3890
E07:     4583
E08:     3096
E09:   394331
E10:   821880
E11:   142171
E12:   515804
E13:   283356
E14:   622268
E15:   305297
E16:   681310
E17:   277245
E18:   827376
E19:     3952
E20:     4148
E21:   264190
E22:   600751
E23:     3832
E24:     7374
F01:   464486
F02:   691220
F03:   329383
F04:   858694
F05:   383641
F06:   549638
F07:   369697
F08:   809345
F09:   341482
F10:   810151
F11:   302385
F12:   688363
F13:   308058
F14:   769359
F15:   326185
