Testname: FB_Chlorophyll_384
Date: 1/23/2026  Time: 6:36:05 PM (UTC--6)
ID1: B12_transfer2  ID2: plate4_hour72  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:    84916
A02:   495299
A03:   184562
A04:   346854
A05:   244027
A06:   665780
A07:     2676
A08:     4793
A09:     3432
A10:     8096
A11:   567983
A12:   551566
A13:   392116
A14:   399758
A15:   172015
A16:   295946
A17:   181759
A18:   303929
A19:    24635
A20:    31467
A21:   282754
A22:   286801
A23:   139057
A24:   139889
B01:   238053
B02:   883027
B03:   453208
B04:   879350
B05:   451978
B06:   667612
B07:   373292
B08:   842522
B09:   321496
B10:   778477
B11:   430734
B12:   837738
B13:   352213
B14:   684905
B15:   298653
B16:   668213
B17:   365596
B18:   528750
B19:   256070
B20:   716428
B21:   352363
B22:   645343
B23:   385349
B24:   189063
C01:    29424
C02:   223725
C03:    49794
C04:   134149
C05:     3388
C06:     6227
C07:   259775
C08:   871804
C09:    23770
C10:    59745
C11:    11735
C12:    32246
C13:   292624
C14:   324722
C15:   315932
C16:   425266
C17:   288209
C18:   655363
C19:   212598
C20:   398582
C21:    22248
C22:    46867
C23:   388329
C24:   284654
D01:   281784
D02:   896356
D03:   303232
D04:   719149
D05:   249413
D06:   694556
D07:   278188
D08:   660230
D09:   245681
D10:   613492
D11:   359841
D12:   877163
D13:   400674
D14:   758191
D15:   356259
D16:   633163
D17:   366498
D18:   679068
D19:   447193
D20:   574272
D21:   304353
D22:   439593
D23:   358515
D24:   258585
E01:   127983
E02:   716223
E03:    14365
E04:    36028
E05:     5645
E06:    13812
E07:     8996
E08:    24713
E09:   314073
E10:   738683
E11:    30147
E12:    90726
E13:    60214
E14:   123255
E15:     6345
E16:     8660
E17:   277546
E18:   541668
E19:   188007
E20:   429682
E21:    97272
E22:   250698
E23:     5151
E24:    10751
F01:   197527
F02:   755060
F03:   400974
F04:   936546
F05:   463529
F06:   747009
F07:   282823
F08:   474315
F09:   374509
F10:   860280
F11:   425512
F12:   679341
F13:   358747
F14:   761308
F15:   335918
F16:   446223
F17:   378965
F18:   661433
F19:   424501
F20:   857355
F21:   307839
F22:   811559
F23:   316985
F24:   426661
G01:   271476
G02:   790767
G03:   374249
G04:   686600
G05:     6941
G06:    11244
G07:   405157
G08:   868017
G09:   263602
G10:   541053
G11:   192235
G12:   530513
G13:   230821
G14:   466195
G15:   251121
G16:   558811
G17:    14427
G18:    64816
G19:   349014
G20:   539276
G21:   163020
G22:   508436
G23:   444145
G24:   367728
H01:   390066
H02:   861237
H03:   280362
H04:   802045
H05:   422150
H06:   655596
H07:   350777
H08:   795470
H09:   408971
H10:   617825
H11:   301113
H12:   652219
H13:   377530
H14:   458499
H15:   334756
H16:   721254
H17:   340074
H18:   638590
H19:   346102
H20:   512728
H21:   381795
H22:   825886
H23:   356136
H24:   624852
I01:   243644
I02:   814581
I03:   309507
I04:   760200
I05:   201484
I06:   457391
I07:   331625
I08:   943190
I09:     7617
I10:     9741
I11:   305132
I12:   737945
I13:   261114
I14:   682677
I15:   403681
I16:   922862
I17:   271271
I18:   496926
