Testname: FB_Chlorophyll_384
Date: 1/26/2026  Time: 4:11:01 PM (UTC--6)
ID1: B12_transfer3  ID2: plate11_hour70  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:     2220
A02:     3199
A03:     2424
A04:     3423
A05:     2822
A06:     3016
A07:     3904
A08:     3319
A09:     1845
A10:     3615
A11:     3589
A12:     5374
A13:     2659
A14:     2569
A15:     3321
A16:     2399
A17:     5638
A18:     4419
A19:     1862
A20:     4896
A21:     2312
A22:     3536
A23:     1692
A24:     1455
B01:     3541
B02:     3532
B03:     2280
B04:     2723
B05:     1960
B06:     2311
B07:     2000
B08:     1767
B09:     3194
B10:     3059
B11:   539454
B12:   744411
B13:     1724
B14:     3263
B15:     3900
B16:     3428
B17:     4125
B18:     2867
B19:     1490
B20:     1624
B21:     1568
B22:     1496
B23:     2238
B24:     1276
C01:     3550
C02:     2205
C03:     3378
C04:     4188
C05:     3793
C06:     5358
C07:     3965
C08:     7865
C09:     2045
C10:     2277
C11:     4479
C12:     3049
C13:     3035
C14:     4893
C15:     3628
C16:     4295
C17:     2426
C18:     6175
C19:     3575
C20:     5413
C21:     3784
C22:     4288
C23:     3234
C24:     2135
D01:     1851
D02:     3969
D03:     2314
D04:     3195
D05:     3425
D06:     2341
D07:     2821
D08:     2490
D09:     1786
D10:     1254
D11:     1677
D12:     1587
D13:     2266
D14:     3167
D15:     1699
D16:     4579
D17:     2595
D18:     4519
D19:     3399
D20:     3517
D21:     3522
D22:     2947
D23:     2884
D24:     2605
E01:     2936
E02:     3588
E03:     3816
E04:     3348
E05:     7007
E06:    16411
E07:     2196
E08:     5207
E09:     6331
E10:    18319
E11:     3539
E12:     6416
E13:     2830
E14:     4797
E15:     3532
E16:     5708
E17:     4150
E18:     6903
E19:     2656
E20:     5375
E21:     2372
E22:     6352
E23:     2580
E24:     2352
F01:     2268
F02:     1478
F03:     2942
F04:     3111
F05:    79745
F06:   274429
F07:     2330
F08:     2304
F09:     4365
F10:     8042
F11:     2637
F12:     4735
F13:     2891
F14:     5254
F15:     3959
F16:     3266
F17:     3491
F18:     5315
F19:     2772
F20:     2873
F21:     2945
F22:     3279
F23:     1938
F24:     1530
G01:     2617
G02:     5974
G03:     5683
G04:     7402
G05:     3693
G06:     2919
G07:     3353
G08:     4062
G09:     3475
G10:     5589
G11:     2346
G12:     6102
G13:     2959
G14:     3730
G15:     5017
G16:     5798
G17:     3387
G18:     4227
G19:     2214
G20:     7678
G21:     3101
G22:     3171
G23:     2223
G24:     2865
H01:     3203
H02:     2703
H03:     1468
H04:     1243
H05:     2284
H06:     2229
H07:     1762
H08:     3169
H09:     3190
H10:     3955
H11:     3420
H12:     2462
H13:     2172
H14:     2433
H15:     2760
H16:     3072
H17:     2574
H18:     2758
H19:     2622
H20:     2191
H21:     2186
H22:     3731
H23:     2331
H24:     3950
I01:     3415
I02:     3754
I03:     2353
I04:     4843
I05:     3525
I06:     4497
I07:     2694
I08:     6831
I09:     2819
I10:     5063
I11:     3428
I12:     4741
I13:     3234
I14:     5592
I15:     3746
I16:     3336
I17:     2459
I18:     3265
I19:     2812
I20:     6887
I21:     2423
I22:     3985
I23:     3867
I24:     3789
J01:     1800
J02:     2012
J03:     3000
J04:     2820
J05:     2235
J06:     5248
J07:     4099
J08:     6855
J09:     2983
J10:     4099
J11:     2335
J12:     5064
J13:     2551
J14:     1988
J15:     2325
J16:     1465
J17:     1594
J18:     1799
J19:     2670
J20:     3879
J21:     1784
J22:     2108
J23:     3306
J24:     2500
K01:     2810
K02:     6459
K03:     3024
K04:     7271
K05:     2113
K06:     4936
K07:     5898
K08:    12946
K09:     2465
K10:     7518
K11:     3422
K12:     6092
K13:     3487
K14:     8333
K15:     2253
K16:     3158
K17:     2772
K18:     3281
K19:     3352
K20:     2993
K21:     3155
K22:     3106
K23:     2336
K24:     4509
L01:     2832
L02:     3861
L03:     1919
L04:     3588
L05:     4921
L06:     3825
L07:    18922
L08:    60021
L09:     2709
L10:     1864
L11:     3411
L12:     4231
L13:     2794
L14:     1757
L15:     2432
L16:     2509
L17:     2449
L18:     1764
L19:     2977
L20:     1282
L21:     3223
L22:     3114
L23:     2594
L24:     4321
M01:     3745
M02:     5102
M03:     3425
M04:     6464
M05:     3865
M06:     5443
M07:     4592
M08:     7609
M09:     4773
M10:     5852
M11:     3234
M12:     7697
M13:     2811
M14:     4841
M15:     2760
M16:     6005
M17:     3328
M18:     5181
M19:     3244
M20:     5360
M21:     3507
M22:     8377
M23:     3562
M24:     2831
N01:     2527
N02:     2225
N03:     2462
N04:     4381
N05:     2552
N06:     4764
N07:     4357
N08:     7748
N09:     4091
N10:     3920
N11:     3518
N12:     4955
N13:     4320
N14:     3669
N15:     2560
N16:     3208
N17:     3063
N18:     4082
N19:     3937
N20:     3503
N21:     2695
N22:     3612
N23:     2582
N24:     3094
O01:     1710
O02:     2220
O03:     4826
O04:    15101
O05:   288318
O06:   791970
O07:     2970
O08:     4953
O09:     3133
O10:     4697
O11:     4548
O12:     5549
O13:     2679
O14:     6030
O15:     4051
O16:     4443
O17:     3514
O18:     6299
O19:     1622
O20:     5381
O21:     4491
O22:     7523
O23:     3151
O24:     3826
P01:     2953
P02:     1430
P03:    21327
P04:    84069
P05:   359690
P06:   394426
P07:     2547
P08:     2419
P09:     1564
P10:     1657
P11:     3554
P12:     2430
P13:     2087
P14:     2021
P15:     1642
P16:     2906
P17:     1555
P18:     2984
P19:     1421
P20:     1390
P21:     1679
P22:     2282
P23:     2442
P24:     2148

