Testname: FB_Chlorophyll_384
Date: 1/23/2026  Time: 6:32:45 PM (UTC--6)
ID1: B12_transfer2  ID2: plate3_hour72  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:     3817
A02:     2768
A03:     2079
A04:     2580
A05:     3520
A06:     3602
A07:     3572
A08:     2197
A09:     4201
A10:     2367
A11:     3833
A12:     3173
A13:     6476
A14:     7165
A15:     3837
A16:     3643
A17:     3428
A18:     2479
A19:     3820
A20:     2297
A21:     3216
A22:     5228
A23:     4256
A24:     2653
B01:     3174
B02:     2476
B03:     2636
B04:     2572
B05:     2850
B06:     3065
B07:     3224
B08:     2035
B09:     3029
B10:     2812
B11:     3332
B12:     2351
B13:   399867
B14:   747282
B15:     3312
B16:     2606
B17:     3748
B18:     2479
B19:     2608
B20:     3357
B21:     4488
B22:     5411
B23:     2383
B24:     4222
C01:     2542
C02:     2703
C03:     4113
C04:     1872
C05:     3314
C06:     2053
C07:     2614
C08:     3829
C09:     3597
C10:     3745
C11:    11934
C12:    29382
C13:     3104
C14:     2434
C15:     3487
C16:     2980
C17:     6777
C18:     9487
C19:     3386
C20:     3389
C21:     8664
C22:    12674
C23:     3492
C24:     3147
D01:   293335
D02:   177558
D03:     3004
D04:     3152
D05:     2028
D06:     1784
D07:    63327
D08:   193632
D09:     3275
D10:     2307
D11:   138840
D12:   318420
D13:     4233
D14:     2011
D15:     8994
D16:    14623
D17:     4828
D18:     8939
D19:     1808
D20:     2894
D21:   356820
D22:   613246
D23:     3372
D24:     3643
E01:     2568
E02:     2450
E03:     4336
E04:     4555
E05:     2482
E06:     2486
E07:     3109
E08:     2387
E09:     2192
E10:     2929
E11:     3438
E12:     2558
E13:     3140
E14:     2817
E15:     2342
E16:     3530
E17:     2631
E18:     2091
E19:     2042
E20:     2182
E21:     4773
E22:     5985
E23:     2953
E24:     2933
F01:     4745
F02:    15935
F03:   196488
F04:   372704
F05:     2278
F06:     1819
F07:    45811
F08:   112593
F09:     3120
