Testname: FB_Chlorophyll_384
Date: 1/23/2026  Time: 6:52:09 PM (UTC--6)
ID1: B12_transfer2  ID2: plate8_hour72  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:   405814
A02:   294921
A03:    12169
A04:    31511
A05:   191858
A06:   773050
A07:   195213
A08:   766256
A09:   213952
A10:   338378
A11:   182289
A12:   813692
A13:   271367
A14:   354537
A15:   432348
A16:   461000
A17:   570676
A18:   394454
A19:    68988
A20:   186553
A21:   630456
A22:   595556
A23:   425676
A24:   567601
B01:   290888
B02:   541080
B03:   409436
B04:   578783
B05:   369355
B06:   886595
B07:   414986
B08:   610908
B09:   428233
B10:   691220
B11:   425007
B12:   632507
B13:   423489
B14:   889603
B15:   423735
B16:   908044
B17:   417502
B18:   871052
B19:   294265
B20:   863725
B21:   490624
B22:   747637
B23:   411747
B24:   696907
C01:   172095
C02:   650182
C03:   453441
C04:   824792
C05:   274183
C06:   785231
C07:     6745
C08:    12492
C09:   356710
C10:   888031
C11:     4289
C12:     4362
C13:   343149
C14:   616854
C15:     2340
C16:     5852
C17:   366184
C18:   798231
C19:   591223
C20:   872884
C21:   370271
C22:   787992
C23:   305488
C24:   284695
D01:   314483
D02:   681925
D03:   492510
D04:   660080
D05:   318721
D06:   851682
D07:   573534
D08:   508764
D09:   353962
D10:   771547
D11:   326526
D12:   881237
D13:   375343
D14:   632780
D15:   370750
D16:   801990
D17:   389478
D18:   688664
D19:   507370
D20:   949697
D21:   360934
D22:   672451
D23:   357079
D24:   838982
E01:   167897
E02:   710331
E03:   516542
E04:   778778
E05:     4347
E06:     3147
E07:   224929
E08:   232380
E09:   314483
E10:   681200
E11:   202229
E12:   398869
E13:   359800
E14:   646601
E15:   267225
E16:   861620
E17:   315809
E18:   706928
E19:     2567
E20:     6035
E21:   283493
E22:   627558
E23:     4686
E24:    10411
F01:   326267
F02:   800459
F03:   365610
F04:   820185
F05:   471362
F06:   698630
F07:   367250
F08:   775962
F09:   497377
F10:   682116
F11:   395438
F12:   931051
F13:   421835
F14:   667626
F15:   381262
F16:   877423
F17:   349820
F18:   520534
F19:   375411
F20:   649294
F21:   336970
F22:   755320
F23:   409559
F24:   726394
G01:     9347
G02:     3698
G03:   338583
G04:   768280
G05:    18635
G06:    49791
G07:   309316
G08:   606916
G09:   252899
G10:   588188
G11:   309480
G12:   742662
G13:   356847
G14:   732450
G15:   305912
G16:   539932
G17:   111237
G18:   389860
G19:   365979
G20:   709853
G21:   334646
G22:   680735
G23:     8394
G24:    22894
H01:   340320
