Testname: FB_Chlorophyll_384
Date: 1/26/2026  Time: 3:43:22 PM (UTC--6)
ID1: B12_transfer3  ID2: plate4_hour70  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:   292529
A02:   245339
A03:   281237
A04:   591715
A05:   309726
A06:   315959
A07:     5424
A08:     4804
A09:     6303
A10:    12126
A11:   302303
A12:   463379
A13:   249700
A14:   417078
A15:   218286
A16:   512346
A17:   127538
A18:   474671
A19:   206117
A20:   526795
A21:   197192
A22:   834006
A23:   354509
A24:   147804
B01:   316315
B02:   749797
B03:   417338
B04:   702662
B05:   357339
B06:   685780
B07:   210398
B08:   557813
B09:   312583
B10:   681241
B11:   237246
B12:   638768
B13:   280649
B14:   675336
B15:   333389
B16:   529433
B17:   312091
B18:   655637
B19:   264012
B20:   519003
B21:   260308
B22:   401412
B23:   295058
B24:   179339
C01:     4780
C02:    15137
C03:    85967
C04:   367223
C05:     4981
C06:     8365
C07:   227472
C08:   421644
C09:    80182
C10:   155170
C11:   106099
C12:   248606
C13:   197243
C14:   448888
C15:   350955
C16:   614831
C17:   291421
C18:   475887
C19:   223467
C20:   440331
C21:    26647
C22:    66096
C23:   297901
C24:   639301
D01:   466127
D02:   616144
D03:   333197
D04:   637456
D05:   283192
D06:   548845
D07:   298133
D08:   634366
D09:   285475
D10:   588694
D11:   344776
D12:   686942
D13:   346102
D14:   728253
D15:   298844
D16:   593957
D17:   333649
D18:   507069
D19:   318611
D20:   532960
D21:   309712
D22:   488806
D23:   294593
D24:   560547
E01:   146523
E02:   382383
E03:     9563
E04:    42489
E05:     3886
E06:     8369
E07:     5038
E08:     9850
E09:   261798
E10:   585126
E11:   164709
E12:   342302
E13:   165805
E14:   358665
E15:     3721
E16:     4656
E17:   245845
E18:   457186
E19:   394631
E20:   504841
E21:    82344
E22:   222539
E23:     3203
E24:     6809
F01:   253213
F02:   610744
F03:   217916
F04:   729456
F05:   317914
F06:   532058
F07:   314059
F08:   606985
F09:   379198
F10:   757384
F11:   373566
F12:   864258
F13:   358815
F14:   767596
F15:   327497
F16:   485634
F17:   351351
F18:   551634
F19:   389614
F20:   497131
F21:   273431
F22:   619520
F23:   294251
F24:   682089
G01:     7041
G02:    22853
G03:   353716
G04:   775935
G05:    94183
G06:   242263
G07:   339554
G08:   782620
G09:   250807
G10:   419429
G11:   192532
G12:   419402
G13:   195902
G14:   367113
G15:   301961
G16:   429080
G17:    11296
G18:    27096
G19:   263028
G20:   748198
G21:   174204
G22:   377557
G23:   304285
G24:   434740
H01:   501355
H02:   709101
H03:   221184
H04:   502189
H05:   349465
H06:   730331
H07:   361372
H08:   716524
H09:   322371
H10:   811231
H11:   339513
H12:   725123
H13:   314264
H14:   811245
H15:   341878
H16:   758915
H17:   310231
H18:   575092
H19:   335180
H20:   500234
H21:   321947
H22:   593219
H23:   332555
H24:   422300
I01:   166793
I02:   532181
I03:   226761
I04:   495846
I05:   313102
I06:   531580
I07:   306103
I08:   891790
I09:     3730
I10:     8065
I11:   307115
I12:   691070
I13:   300307
I14:   433127
I15:   284846
I16:   885420
I17:   284723
I18:   453618
I19:    99810
I20:   195321
I21:   220947
I22:   496434
I23:   134205
I24:   330163
J01:   273951
J02:   573028
J03:   243329
J04:   550294
J05:   234799
J06:   860266
J07:   378733
J08:   696620
J09:   391720
J10:   869152
J11:   335754
J12:   481014
J13:   374153
J14:   537034
J15:   403681
J16:   829631
J17:   307730
J18:   603143
J19:   301660
J20:   639137
J21:   322904
J22:   579808
J23:   306472
J24:   354550
K01:   258859
K02:   614681
K03:     3516
K04:     3018
K05:    47655
K06:   134730
K07:   321168
K08:   586930
K09:   247512
K10:   467999
K11:   344954
K12:   773720
K13:   327934
K14:   616813
K15:   272529
K16:   376491
K17:    92843
K18:   256644
K19:   257834
K20:   525237
K21:   123093
K22:   236221
K23:   278311
K24:   556788
L01:   255906
L02:   856753
L03:   260362
L04:   608734
L05:   270601
L06:   805927
L07:   334879
L08:   736182
L09:   238900
L10:   603430
L11:   338679
L12:   763098
L13:   293513
L14:   705779
L15:   309985
L16:   728718
L17:   262686
L18:   772394
L19:   289371
L20:   587628
L21:   278065
L22:   570923
L23:   308687
L24:   562529
M01:    42871
M02:    88758
M03:     7601
M04:    27820
M05:   288332
M06:   707064
M07:     4204
M08:     6448
M09:   205373
M10:   520657
M11:    18202
M12:    73810
M13:   283506
M14:   591975
M15:   306923
M16:   767213
M17:   164395
M18:   342603
M19:   277204
M20:   787240
M21:   345952
M22:   528312
M23:   255469
M24:   303929
N01:   341523
N02:   568106
N03:   237150
N04:   694720
N05:   260021
N06:   691344
N07:   274265
N08:   647845
N09:   299145
N10:   680271
N11:   208066
N12:   646601
N13:   255578
N14:   724070
N15:   323765
N16:   690441
N17:   298639
N18:   641816
N19:   386334
N20:   639123
N21:   317791
N22:   549228
N23:   275249
N24:   344653
O01:   248647
O02:   726544
O03:    10143
O04:    21259
O05:   272789
O06:   507698
O07:     8488
O08:    16813
O09:   267512
O10:   532496
O11:   297135
O12:   588229
O13:   332733
O14:   688008
O15:   298844
O16:   613013
O17:    54061
O18:   147171
O19:   250547
O20:   793556
O21:     4911
O22:     6215
O23:   236945
O24:   182138
P01:   185466
P02:   528053
P03:   472784
P04:   412252
P05:   266500
P06:   189310
P07:   299801
P08:   327497
P09:   331243
P10:   536638
P11:   294155
P12:   324257
P13:   359841
P14:   446975
P15:   236631
P16:   600860
P17:   269891
P18:   464350
P19:   267881
P20:   479141
P21:   272488
P22:   297067
P23:   310245
P24:   212432

