Testname: FB_Chlorophyll_384
Date: 1/23/2026  Time: 6:42:50 PM (UTC--6)
ID1: B12_transfer2  ID2: plate6_hour72  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:   153372
A02:   525647
A03:     3130
A04:     4114
A05:     2848
A06:     2757
A07:     6736
A08:    16986
A09:     5210
A10:    14415
A11:     4675
A12:    20216
A13:     2737
A14:     5929
A15:     2538
A16:     4615
A17:   272693
A18:   229673
A19:    15525
A20:    48663
A21:     1843
A22:     2838
A23:     3633
A24:    10444
B01:   414412
B02:   750112
B03:   416422
B04:   887798
B05:   476325
B06:   710742
B07:   395233
B08:   783946
B09:   487398
B10:   876794
B11:   378924
B12:   824040
B13:   432238
B14:   838189
B15:   533822
B16:   679314
B17:   464117
B18:   692546
B19:   416435
B20:   482695
B21:   518866
B22:   804793
B23:   465676
B24:   589869
C01:     6200
C02:     2803
C03:     3096
C04:     3169
C05:   394030
C06:   802947
C07:     2866
C08:     4695
C09:     8855
C10:    23234
C11:     9042
C12:    17736
C13:   143301
C14:   333088
C15:     2299
C16:     3441
C17:   266295
C18:   591811
C19:   250288
C20:   586780
C21:     3500
C22:     4095
C23:    91119
C24:   276999
D01:   556118
D02:   716005
D03:   401302
D04:   557690
D05:   363750
D06:   816276
D07:   404679
D08:   659642
D09:   256152
D10:   660722
D11:   181260
D12:   418213
D13:   402765
D14:   799899
D15:   373798
D16:   770945
D17:   376272
D18:   849932
D19:   510528
D20:   726175
D21:   420605
D22:   717618
D23:   402902
D24:   713968
E01:    36903
E02:   234150
E03:     2620
E04:     2339
E05:   461342
E06:   733297
E07:     7140
E08:    16705
E09:   399976
E10:   797670
E11:   381235
E12:   741664
E13:   430188
E14:   832653
E15:     2642
E16:     3074
E17:   427700
E18:   764315
E19:   452429
E20:   702744
E21:     2813
E22:     2793
E23:   262850
E24:   337203
F01:   396504
F02:   814526
F03:   351379
F04:   913690
F05:   402793
F06:   922439
F07:   349219
F08:   795661
F09:   340812
F10:   880416
F11:   389765
F12:   790904
F13:   406429
F14:   706545
F15:   360661
F16:   675896
F17:   435779
F18:   789031
F19:   396846
F20:   838107
F21:   375261
F22:   799748
F23:   462381
F24:   808251
G01:   334551
G02:   538770
G03:    67174
G04:   161146
G05:   113754
G06:   195612
G07:     3365
G08:     7010
G09:   348180
G10:   695964
G11:     2752
G12:     6082
G13:     2394
G14:     3317
G15:     7705
G16:    19023
G17:     3257
G18:     2735
G19:   336328
G20:   839255
G21:   314182
G22:   721459
G23:   130533
G24:   228333
H01:   510856
H02:   787992
H03:   328372
H04:   719272
H05:   390134
H06:   738396
H07:   442546
H08:   817397
H09:   427987
H10:   757958
H11:   418992
H12:   751315
H13:   358692
H14:   878790
H15:   496693
H16:   814198
H17:   348303
H18:   782784
H19:   431732
H20:   702826
H21:   379745
H22:   774486
H23:   451869
H24:   711124
I01:   291626
I02:   678603
I03:   233610
I04:   481888
I05:     3909
I06:     8476
I07:   401603
I08:   800322
I09:     3989
I10:     6105
I11:     2831
I12:     4678
I13:     2971
I14:     4157
I15:    15574
I16:    22928
I17:     6327
I18:    17041
I19:   467316
I20:   707666
I21:     4765
I22:     2042
I23:   339540
I24:   803439
J01:   605399
J02:   800295
J03:   377926
J04:   702444
J05:   330012
J06:   757289
J07:   393333
J08:   784151
J09:   418445
J10:   545783
J11:   397844
J12:   799612
J13:   449230
J14:   741609
J15:   401986
J16:   716059
J17:   418185
J18:   800924
J19:   399348
J20:   801389
J21:   340388
J22:   805134
J23:   407892
J24:   629048
K01:   416955
K02:   725382
K03:   363586
K04:   809181
K05:   238066
K06:   508067
K07:   411829
K08:   839857
K09:     9728
K10:    40634
K11:   105503
K12:   386265
K13:    49960
K14:   120933
K15:     6398
K16:    19131
K17:     9810
K18:    37403
K19:    37145
K20:    82424
K21:     4392
K22:     2729
K23:   386306
K24:   670250
L01:   360237
L02:   705137
L03:   356355
L04:   740105
L05:   306568
L06:   738601
L07:   369095
L08:   849604
L09:   289630
L10:   836166
L11:   443133
L12:   868824
L13:   380496
L14:   795839
L15:   362192
L16:   828811
L17:   340907
L18:   746585
L19:   428575
L20:   869480
L21:   349082
L22:   718739
L23:   392116
L24:   507370
M01:     5153
M02:    10224
M03:   492879
M04:   831204
M05:   337504
M06:   585358
M07:   479906
M08:   717331
M09:   365527
M10:   847239
M11:   262714
M12:   893704
M13:   295946
M14:   691740
M15:     4419
M16:     3400
M17:   347633
M18:   895467
M19:   129624
M20:   319213
M21:   450638
M22:   800787
M23:   467480
M24:   683729
N01:   350668
N02:   682307
N03:   401275
N04:   865256
N05:   335426
N06:   728130
N07:   445416
N08:   749893
N09:   351297
N10:   814950
N11:   267485
N12:   882781
N13:   426961
N14:   817547
N15:   339704
N16:   771875
N17:   327032
N18:   813063
N19:   422327
N20:   864436
N21:   434166
N22:   845311
N23:   408999
N24:   728390
O01:     9761
O02:    10547
O03:   424870
O04:   847813
O05:   483652
O06:   835291
O07:   369136
