Testname: FB_Chlorophyll_384
Date: 1/24/2026  Time: 12:29:55 PM (UTC--6)
ID1: B12_transfer2  ID2: plate8_hour90  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:    47992
A02:   695964
A03:     8087
A04:    36321
A05:   539549
A06:   895891
A07:   687926
A08:   711357
A09:   359923
A10:   669963
A11:   313581
A12:   560123
A13:   463406
A14:   619602
A15:   380633
A16:   597484
A17:   785572
A18:   337681
A19:    71109
A20:   487917
A21:   237342
A22:   907374
A23:   207025
A24:   352951
B01:   381850
B02:   538210
B03:   262235
B04:   724849
B05:   542406
B06:   679724
B07:   353839
B08:   688650
B09:   313143
B10:   667188
B11:   377858
B12:   815319
B13:   568995
B14:   755334
B15:   352732
B16:   753174
B17:   514574
B18:   790494
B19:   564169
B20:   859747
B21:   418855
B22:   679273
B23:   331899
B24:   618645
C01:   139392
C02:   779093
C03:   469476
C04:   739586
C05:   413537
C06:   656115
C07:     3770
C08:    12139
C09:   650264
C10:   633218
C11:     4349
C12:     5179
C13:   474547
C14:   796973
C15:     2097
C16:     5712
C17:   291120
C18:   633518
C19:   351283
C20:   708090
C21:   255961
C22:   763837
C23:   207377
C24:   731220
D01:   220667
D02:   617811
D03:   602569
D04:   556637
D05:   514779
D06:   675199
D07:   440837
D08:   669991
D09:   473194
D10:   662950
D11:   176659
D12:   601831
D13:   315303
D14:   644851
D15:   333443
D16:   845448
D17:   343013
D18:   697030
D19:   663743
D20:   432019
D21:   460276
D22:   698411
D23:   212986
D24:   489790
E01:   376600
E02:   808265
E03:   386662
E04:   571934
E05:     3731
E06:     4801
E07:   378036
E08:   359800
E09:   445088
E10:   567273
E11:   155628
E12:   463475
E13:   314797
E14:   733065
E15:   355808
E16:   629718
E17:   318844
E18:   738615
E19:     2459
E20:     5311
E21:   341236
E22:   879200
E23:     3824
E24:     8734
F01:   157904
F02:   730577
F03:   367742
