Testname: FB_Chlorophyll_384
Date: 1/26/2026  Time: 3:45:45 PM (UTC--6)
ID1: B12_transfer3  ID2: plate5_hour70  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:     1651
A02:     3443
A03:     5808
A04:     2299
A05:     4221
A06:     2373
A07:     4106
A08:     2076
A09:     3154
A10:     2818
A11:     3167
A12:     4029
A13:     4334
A14:     9032
A15:     2791
A16:     3617
A17:     1593
A18:     4057
A19:     3546
A20:     3359
A21:     3251
A22:     2469
A23:     4030
A24:     3055
B01:     3304
B02:     4105
B03:     2752
B04:     2263
B05:     2123
B06:     1697
B07:     3578
B08:     2202
B09:     3897
B10:     2740
B11:   113149
B12:   257943
B13:     3386
B14:     3107
B15:     2334
B16:     2202
B17:     3581
B18:     2424
B19:     3156
B20:     1950
B21:     1881
B22:     1205
B23:     4151
B24:     1363
C01:     2511
C02:     2960
C03:     2944
C04:     1937
C05:     2893
C06:     2688
C07:     4400
C08:     4238
C09:     3176
C10:     2661
C11:     3677
C12:     1751
C13:     3624
C14:     5246
C15:     4769
C16:     3894
C17:     2857
C18:     5291
C19:     3423
C20:     1838
C21:     3153
C22:     3559
C23:     3141
C24:     4783
D01:     3182
D02:     2323
D03:     2649
D04:     2326
D05:     2054
D06:     2595
D07:     2603
D08:     3466
D09:     1757
D10:     1783
D11:     1611
D12:     1806
D13:     2500
D14:     3257
D15:     2962
D16:     2654
D17:     2265
D18:     2536
D19:     3033
D20:     1886
D21:     2455
D22:     1414
D23:     2312
D24:     2228
E01:     3222
E02:     4216
E03:     3353
E04:     3377
E05:     4429
E06:     4266
E07:     4323
E08:     1896
E09:     5106
E10:     8542
E11:     3101
E12:     1823
E13:     1926
E14:     2904
E15:     2262
E16:     2656
E17:     3671
E18:     4436
E19:     4931
E20:     3782
E21:     3087
E22:     2800
E23:     2717
E24:     2177
F01:     3326
F02:     2388
F03:     3219
F04:     2052
F05:    14149
F06:    36256
F07:     2076
F08:     1283
F09:     2066
F10:     4332
F11:     2427
F12:     2345
F13:     3228
F14:     2546
F15:     3889
F16:     3935
F17:     2297
F18:     2187
F19:     2712
F20:     2524
F21:     2973
F22:     2369
F23:     3262
F24:     2000
G01:     4807
G02:     1880
G03:     5318
G04:     2913
G05:     4199
G06:     1902
G07:     3517
G08:     4624
G09:     2815
G10:     3125
G11:     3590
G12:     3834
G13:     5330
G14:     2787
G15:     2838
G16:     4327
G17:     1766
G18:     2252
G19:     4695
G20:     9786
