Testname: FB_Chlorophyll_384
Date: 1/27/2026  Time: 3:01:08 PM (UTC--6)
ID1: B12_transfer3  ID2: plate6_hour92  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:    94641
A02:   719162
A03:     6418
A04:    26129
A05:     4629
A06:     7758
A07:   149431
A08:   350299
A09:   282235
A10:   686996
A11:    10387
A12:    13836
A13:     3419
A14:    10420
A15:     2969
A16:     7988
A17:     6244
A18:     8677
A19:    27473
A20:    87968
A21:     5046
A22:     7528
A23:     3725
A24:    14671
B01:   255797
B02:   658371
B03:   412047
B04:   794034
B05:   435642
B06:   823835
B07:   410981
B08:   736701
B09:   323478
B10:   843671
B11:   346950
B12:   593615
B13:   550513
B14:   899650
B15:   391692
B16:   605276
B17:   372896
B18:   744835
B19:   300307
B20:   672055
B21:   417611
B22:   662513
B23:   375561
B24:   921741
C01:     3415
C02:     2913
C03:     3520
C04:     4323
C05:   448164
C06:   668022
C07:     3344
C08:    11001
C09:    14918
C10:    25245
C11:    16126
C12:    34159
C13:   117994
C14:   201639
C15:     4648
C16:    12333
C17:   219912
C18:   288756
C19:   260691
C20:   325337
C21:    12983
C22:    17851
C23:    21997
C24:    44302
D01:   310013
D02:   469558
D03:   384174
D04:   862071
D05:   436162
D06:   875891
D07:   332364
D08:   868482
D09:   271668
D10:   586534
D11:   425034
D12:   602186
D13:   367236
D14:   888126
D15:   390284
D16:   801156
D17:   362137
D18:   727665
D19:   432662
D20:   805654
D21:   396559
D22:   829467
D23:   388863
D24:   683114
E01:    51658
E02:   193261
E03:     2839
E04:     2815
E05:   446318
E06:   640449
E07:     2988
E08:     8818
E09:   290574
E10:   630620
E11:   365254
E12:   613751
E13:   449353
E14:   634120
E15:     5093
E16:    10205
E17:   360128
E18:   581954
E19:   406511
E20:   869972
E21:     4380
E22:     3590
E23:   278667
E24:   549488
F01:   268988
F02:   864436
F03:   416695
F04:   634612
F05:   420195
F06:   603061
F07:   403107
F08:   657838
F09:   358296
F10:   878543
F11:   508067
F12:   812120
F13:   397557
F14:   717030
F15:   356040
F16:   891147
F17:   385472
F18:   733434
F19:   372568
F20:   863588
F21:   362014
F22:   837382
F23:   343477
F24:   838257
G01:   229550
G02:   394713
G03:   199404
G04:   370271
G05:   150969
G06:   216426
G07:     5025
G08:    10394
G09:   473727
G10:   755238
G11:     3105
G12:     9892
G13:     3896
G14:     5634
G15:    26239
G16:    51596
G17:     2370
G18:     3358
G19:   521245
G20:   743427
G21:   222250
G22:   833774
G23:   134718
G24:   622801
H01:   290191
H02:   739791
H03:   359567
H04:   874907
H05:   421411
H06:   871544
H07:   346458
H08:   699095
H09:   549911
H10:   933525
H11:   719340
H12:   859815
H13:   416435
H14:   567942
H15:   562980
H16:   493098
H17:   415902
H18:   671494
H19:   383053
H20:   864491
H21:   332992
H22:   781950
H23:   359089
H24:   799106
I01:   196107
I02:   304558
I03:   212158
I04:   416736
I05:   294962
I06:   385090
I07:   379129
I08:   917681
I09:     2205
I10:     3334
