Testname: FB_Chlorophyll_384
Date: 1/26/2026  Time: 4:03:54 PM (UTC--6)
ID1: B12_transfer3  ID2: plate9_hour70  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:     2697
A02:     4334
A03:     3597
A04:     4711
A05:     2274
A06:     4437
A07:     2898
A08:     4947
A09:     2625
A10:     5594
A11:     4034
A12:     6367
A13:    15989
A14:    42976
A15:     2973
A16:     3169
A17:     2398
A18:     6029
A19:     2766
A20:     2503
A21:     3196
A22:     8032
A23:     1701
A24:     4569
B01:     3698
B02:     2661
B03:     3113
B04:     3347
B05:     2990
B06:     3189
B07:     2669
B08:     1342
B09:     3172
B10:     1528
B11:     3193
B12:     3245
B13:   307675
B14:   681460
B15:     2866
B16:     2484
B17:     3168
B18:     3444
B19:     3064
B20:     3208
B21:     3624
B22:     6758
B23:     2669
B24:     2444
C01:    39652
C02:   137319
C03:     3433
C04:     7084
C05:     3082
C06:     2402
C07:     3207
C08:     8184
C09:     2300
C10:     4584
C11:   331338
C12:   417105
C13:     2521
C14:     4788
C15:    11879
C16:    37357
C17:     4490
C18:    17471
C19:     3255
C20:     6959
C21:    32497
C22:   105131
C23:     2050
C24:     5464
D01:   508327
D02:   824109
D03:     3602
D04:     2337
D05:     2179
D06:     2019
D07:   169000
D08:   452033
D09:     2364
D10:     3191
D11:   369109
D12:   719586
D13:     3162
D14:     2152
D15:    13627
D16:    37355
D17:     3323
D18:     4758
D19:     2699
D20:     2847
D21:   362957
D22:   850369
D23:     3929
D24:     4114
E01:     3527
E02:     6994
E03:     5242
E04:    10356
E05:     3067
E06:     2534
E07:     4296
E08:     5377
E09:     2713
E10:     5429
E11:     2678
E12:     2899
E13:     3164
E14:     2688
E15:     3827
E16:     2878
E17:     2510
E18:     3448
E19:     3298
E20:     4590
E21:   108875
E22:   374153
E23:     3132
E24:     5118
F01:    47014
F02:   108418
F03:   272611
F04:   710058
F05:     2938
F06:     1436
F07:    86009
F08:   274689
F09:     2461
F10:     3008
F11:     2796
F12:     3261
F13:     2294
F14:     2608
F15:     1515
F16:     1796
F17:     2671
F18:     1744
F19:     2887
F20:     2572
F21:   408548
F22:   792558
F23:     1661
F24:     1657
G01:   269973
G02:   549597
G03:     4525
G04:     7148
G05:     4254
G06:     7131
G07:     3818
G08:     4069
G09:     2941
G10:     2481
G11:     2553
G12:     6904
G13:     3471
G14:     5911
G15:     3489
G16:     2547
G17:     4469
G18:     4996
G19:     4357
G20:     5838
G21:     3350
G22:     6472
G23:     3277
G24:     6597
H01:   593943
H02:   697563
H03:     4205
H04:     3252
H05:     9872
H06:    32533
H07:     2781
H08:     3644
H09:     2547
H10:     2598
H11:     3737
H12:     2561
H13:     4567
H14:     3362
H15:     3235
H16:     2311
H17:   281087
H18:   828839
H19:     3728
H20:     3472
H21:     2484
H22:     2102
H23:     2331
H24:     3380
I01:     7237
I02:     4870
I03:     2243
I04:     5968
I05:     3627
I06:     6066
I07:     2275
I08:     5340
I09:     2834
I10:     4527
I11:   103749
I12:   233145
I13:     3841
I14:     7361
I15:   182121
I16:   396244
I17:     4310
I18:     4948
I19:     2241
I20:     4806
I21:     2320
I22:     5102
I23:     4729
I24:     5245
J01:     5339
J02:     4215
J03:     2552
J04:     1907
J05:     3363
J06:     2510
J07:     3799
J08:     2064
J09:     2735
J10:     2300
J11:   118731
J12:   398158
J13:   123647
J14:   264450
J15:   104446
J16:   252598
J17:   283711
J18:   807349
J19:     2175
J20:     1468
J21:     2893
J22:     4343
J23:     3547
J24:     3430
K01:     3558
K02:     4334
K03:     4241
K04:     1822
K05:   209970
K06:   569720
K07:     2916
K08:     4273
K09:    55459
K10:   191818
K11:   136412
K12:   556377
K13:     4718
K14:     5698
K15:     3174
K16:     6086
K17:     2903
K18:     3631
K19:     4294
K20:     6027
K21:     3869
K22:     3909
K23:     2877
K24:     5214
L01:     2989
L02:     2510
L03:     2356
L04:     1425
L05:   384256
L06:   717413
L07:     2563
L08:     3180
L09:   219022
L10:   655487
L11:   136804
L12:   366225
L13:     2487
L14:     4754
L15:   147377
L16:   429326
L17:     3652
L18:     2886
L19:     3323
L20:     3851
L21:     3092
L22:     3060
L23:   212122
L24:   501136
M01:     4293
M02:     4257
M03:     3871
M04:    16055
M05:     2934
M06:     5865
M07:     3358
M08:     4009
M09:     3004
M10:     5918
M11:    22329
M12:    91189
M13:     3132
M14:     6395
M15:    19126
M16:    39227
M17:     4896
M18:     3545
M19:     2119
M20:     6915
M21:    57762
M22:   104366
M23:     5294
M24:     5049
N01:     3545
N02:     2328
N03:   192010
N04:   649294
N05:     3679
N06:     3946
N07:     2371
N08:     1540
N09:     2376
N10:     3788
N11:   235920
N12:   593164
N13:    31827
N14:    86477
N15:   320908
N16:   835332
N17:     2781
N18:     3107
N19:     4191
N20:     2709
N21:    41211
N22:   136065
N23:    75129
N24:     1441
O01:     4371
O02:     7423
O03:     4802
O04:    17692
O05:     3722
O06:     6234
O07:     3782
O08:     4047
O09:     3729
O10:     5595
O11:     2217
O12:     6736
O13:     4520
O14:     8651
O15:     3257
O16:     6331
O17:     2774
O18:     2659
O19:     3677
O20:     5535
O21:     2310
O22:     3623
O23:     4635
O24:     6891
P01:   114221
P02:   210603
P03:   131872
P04:   265461
P05:     3871
P06:     1510
P07:     2876
P08:     2066
P09:     2978
P10:     3101
P11:     3203
P12:     3230
P13:     5300
P14:     4876
P15:     3134
P16:     1971
P17:     2843
P18:     3371
P19:     2824
P20:     3271
P21:     2477
P22:     2038
P23:   233405
P24:   273062

