Testname: FB_OD600scan_96well
Date: 12/8/2025  Time: 7:18:38 PM
ID1: P0000000027  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.155
A02:    0.182
A03:    0.174
A04:    0.166
A05:    0.214
A06:    0.185
A07:    0.202
A08:    0.188
A09:    0.178
A10:    0.181
A11:    0.193
A12:    0.171
B01:    0.122
B02:    0.156
B03:    0.146
B04:    0.15 
B05:    0.136
B06:    0.135
B07:    0.127
B08:    0.141
B09:    0.163
B10:    0.137
B11:    0.175
B12:    0.141
C01:    0.15 
C02:    0.127
C03:    0.124
C04:    0.165
C05:    0.123
C06:    0.161
C07:    0.131
C08:    0.149
C09:    0.162
C10:    0.143
C11:    0.144
C12:    0.151
D01:    0.148
D02:    0.137
D03:    0.157
D04:    0.159
D05:    0.156
D06:    0.153
D07:    0.155
D08:    0.132
D09:    0.142
D10:    0.137
D11:    0.139
D12:    0.138
E01:    0.125
E02:    0.148
E03:    0.155
E04:    0.189
E05:    0.138
E06:    0.158
E07:    0.138
E08:    0.132
E09:    0.144
E10:    0.14 
E11:    0.143
E12:    0.148
F01:    0.125
F02:    0.143
F03:    0.14 
F04:    0.237
F05:    0.134
F06:    0.134
F07:    0.131
F08:    0.125
F09:    0.128
F10:    0.127
F11:    0.146
F12:    0.112
G01:    0.131
G02:    0.119
G03:    0.119
G04:    0.129
G05:    0.133
G06:    0.127
G07:    0.136
G08:    0.132
G09:    0.14 
G10:    0.14 
G11:    0.138
G12:    0.133
H01:    0.122
H02:    0.127
H03:    0.128
H04:    0.153
H05:    0.143
H06:    0.129
H07:    0.129
H08:    0.147
H09:    0.141
H10:    0.116
H11:    0.129
H12:    0.118

