Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 10:54:35 AM
ID1: P0000000024  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.156
A02:    0.294
A03:    0.296
A04:    0.332
A05:    0.474
A06:    0.277
A07:    0.609
A08:    0.208
A09:    0.276
A10:    0.254
A11:    0.628
A12:    0.198
B01:    0.395
B02:    0.801
B03:    0.484
B04:    0.359
B05:    0.774
B06:    0.514
B07:    0.231
B08:    0.243
B09:    0.247
B10:    0.753
B11:    1.079
B12:    0.148
C01:    0.259
C02:    0.581
C03:    0.491
C04:    0.389
C05:    0.154
C06:    0.401
C07:    0.796
C08:    0.505
C09:    0.43 
C10:    1.082
C11:    0.552
C12:    0.529
D01:    0.248
D02:    0.167
D03:    0.383
D04:    0.326
D05:    0.373
D06:    0.25 
D07:    0.264
D08:    0.336
D09:    0.334
D10:    0.259
D11:    0.268
D12:    0.162
E01:    0.14 
E02:    0.702
E03:    0.634
E04:    0.153
E05:    0.451
E06:    0.348
E07:    0.35 
E08:    0.416
E09:    0.561
E10:    0.456
E11:    0.263
E12:    0.347
F01:    0.156
F02:    0.405
F03:    0.725
F04:    0.397
F05:    0.259
F06:    0.361
F07:    0.586
F08:    0.306
F09:    0.625
F10:    0.274
F11:    0.366
F12:    0.462
G01:    0.439
G02:    0.575
G03:    0.621
G04:    0.457
G05:    0.159
G06:    0.645
G07:    0.252
G08:    0.163
G09:    0.181
G10:    0.429
G11:    0.168
G12:    0.28 
H01:    0.351
H02:    0.595
H03:    0.224
H04:    0.422
H05:    0.275
H06:    0.157
H07:    0.167
H08:    0.279
H09:    0.304
H10:    0.261
H11:    0.516
H12:    0.422

