Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 3:11:27 AM
ID1: P0000000024  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.151
A02:    0.181
A03:    0.21 
A04:    0.195
A05:    0.398
A06:    0.185
A07:    0.292
A08:    0.183
A09:    0.217
A10:    0.224
A11:    0.355
A12:    0.226
B01:    0.205
B02:    0.274
B03:    0.46 
B04:    0.159
B05:    0.295
B06:    0.295
B07:    0.228
B08:    0.175
B09:    0.177
B10:    0.272
B11:    0.445
B12:    0.147
C01:    0.154
C02:    0.173
C03:    0.426
C04:    0.181
C05:    0.157
C06:    0.397
C07:    0.396
C08:    0.494
C09:    0.251
C10:    0.299
C11:    0.275
C12:    0.496
D01:    0.201
D02:    0.161
D03:    0.181
D04:    0.204
D05:    0.19 
D06:    0.211
D07:    0.211
D08:    0.286
D09:    0.259
D10:    0.17 
D11:    0.231
D12:    0.142
E01:    0.134
E02:    0.267
E03:    0.383
E04:    0.159
E05:    0.463
E06:    0.245
E07:    0.213
E08:    0.246
E09:    0.305
E10:    0.519
E11:    0.186
E12:    0.309
F01:    0.129
F02:    0.299
F03:    0.288
F04:    0.233
F05:    0.205
F06:    0.296
F07:    0.329
F08:    0.161
F09:    0.422
F10:    0.25 
F11:    0.453
F12:    0.282
G01:    0.284
G02:    0.168
G03:    0.286
G04:    0.446
G05:    0.149
G06:    0.238
G07:    0.147
G08:    0.166
G09:    0.161
G10:    0.249
G11:    0.157
G12:    0.146
H01:    0.159
H02:    0.342
H03:    0.236
H04:    0.521
H05:    0.214
H06:    0.154
H07:    0.154
H08:    0.198
H09:    0.172
H10:    0.161
H11:    0.519
H12:    0.145

