Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 9:55:13 PM
ID1: P0000000008  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.162
A02:    0.549
A03:    0.351
A04:    0.459
A05:    0.337
A06:    0.359
A07:    0.567
A08:    0.267
A09:    0.276
A10:    0.523
A11:    0.467
A12:    0.239
B01:    0.828
B02:    0.561
B03:    0.455
B04:    0.507
B05:    0.537
B06:    0.215
B07:    0.202
B08:    0.218
B09:    0.402
B10:    0.56 
B11:    0.761
B12:    0.166
C01:    0.299
C02:    0.584
C03:    0.435
C04:    0.348
C05:    0.267
C06:    0.328
C07:    0.554
C08:    0.432
C09:    0.272
C10:    0.565
C11:    0.401
C12:    0.516
D01:    0.27 
D02:    0.363
D03:    0.578
D04:    0.513
D05:    0.316
D06:    0.244
D07:    0.257
D08:    0.306
D09:    0.494
D10:    0.559
D11:    0.35 
D12:    0.447
E01:    0.145
E02:    0.589
E03:    0.522
E04:    0.42 
E05:    0.532
E06:    0.459
E07:    0.485
E08:    0.464
E09:    0.453
E10:    0.436
E11:    0.167
E12:    0.4  
F01:    0.272
F02:    0.353
F03:    0.412
F04:    0.478
F05:    0.439
F06:    0.429
F07:    0.495
F08:    0.368
F09:    0.479
F10:    0.414
F11:    0.317
F12:    0.443
G01:    0.358
G02:    0.679
G03:    0.526
G04:    0.433
G05:    0.351
G06:    1.129
G07:    0.27 
G08:    0.423
G09:    0.236
G10:    0.452
G11:    0.41 
G12:    0.365
H01:    0.579
H02:    0.663
H03:    0.348
H04:    0.42 
H05:    0.564
H06:    0.137
H07:    0.347
H08:    0.336
H09:    0.351
H10:    0.448
H11:    0.502
H12:    0.457

