Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 10:16:56 AM
ID1: P0000000020  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.285
A02:    0.343
A03:    0.341
A04:    0.409
A05:    0.263
A06:    0.39 
A07:    0.319
A08:    0.461
A09:    0.238
A10:    0.265
A11:    0.392
A12:    0.374
B01:    0.385
B02:    0.358
B03:    0.284
B04:    0.283
B05:    0.399
B06:    0.391
B07:    0.236
B08:    0.369
B09:    0.209
B10:    0.213
B11:    0.416
B12:    0.442
C01:    0.351
C02:    0.421
C03:    0.314
C04:    0.285
C05:    0.305
C06:    0.171
C07:    0.18 
C08:    0.269
C09:    0.154
C10:    0.243
C11:    0.347
C12:    0.301
D01:    0.288
D02:    0.409
D03:    0.448
D04:    0.315
D05:    0.153
D06:    0.433
D07:    0.389
D08:    0.368
D09:    0.433
D10:    0.146
D11:    0.199
D12:    0.243
E01:    0.224
E02:    0.241
E03:    0.458
E04:    0.431
E05:    0.407
E06:    0.402
E07:    0.454
E08:    0.262
E09:    0.287
E10:    0.15 
E11:    0.367
E12:    0.143
F01:    0.091
F02:    0.258
F03:    0.309
F04:    0.33 
F05:    0.392
F06:    0.203
F07:    0.274
F08:    0.282
F09:    0.427
F10:    0.296
F11:    0.371
F12:    0.139
G01:    0.308
G02:    0.108
G03:    0.174
G04:    0.145
G05:    0.243
G06:    0.191
G07:    0.467
G08:    0.299
G09:    0.424
G10:    0.244
G11:    0.139
G12:    0.157
H01:    0.283
H02:    0.305
H03:    0.384
H04:    0.152
H05:    0.345
H06:    0.144
H07:    0.269
H08:    0.327
H09:    0.159
H10:    0.382
H11:    0.164
H12:    0.505

