Testname: FB_OD600scan_96well
Date: 12/8/2025  Time: 4:37:48 PM
ID1: P0000000019  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.16 
A02:    0.15 
A03:    0.165
A04:    0.171
A05:    0.137
A06:    0.171
A07:    0.175
A08:    0.185
A09:    0.167
A10:    0.201
A11:    0.197
A12:    0.2  
B01:    0.146
B02:    0.138
B03:    0.125
B04:    0.125
B05:    0.131
B06:    0.123
B07:    0.124
B08:    0.117
B09:    0.12 
B10:    0.12 
B11:    0.134
B12:    0.104
C01:    0.114
C02:    0.127
C03:    0.14 
C04:    0.113
C05:    0.123
C06:    0.123
C07:    0.132
C08:    0.11 
C09:    0.125
C10:    0.106
C11:    0.11 
C12:    0.11 
D01:    0.133
D02:    0.132
D03:    0.133
D04:    0.128
D05:    0.132
D06:    0.128
D07:    0.136
D08:    0.125
D09:    0.123
D10:    0.115
D11:    0.123
D12:    0.106
E01:    0.115
E02:    0.104
E03:    0.134
E04:    0.138
E05:    0.127
E06:    0.122
E07:    0.118
E08:    0.115
E09:    0.11 
E10:    0.115
E11:    0.107
E12:    0.117
F01:    0.114
F02:    0.118
F03:    0.112
F04:    0.133
F05:    0.142
F06:    0.128
F07:    0.109
F08:    0.113
F09:    0.111
F10:    0.109
F11:    0.107
F12:    0.1  
G01:    0.107
G02:    0.104
G03:    0.125
G04:    0.108
G05:    0.109
G06:    0.106
G07:    0.109
G08:    0.11 
G09:    0.11 
G10:    0.113
G11:    0.113
G12:    0.139
H01:    0.116
H02:    0.134
H03:    0.163
H04:    0.14 
H05:    0.12 
H06:    0.122
H07:    0.118
H08:    0.122
H09:    0.111
H10:    0.118
H11:    0.146
H12:    0.111

