Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 3:53:53 PM
ID1: P0000000005  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.307
A02:    0.327
A03:    0.333
A04:    0.355
A05:    0.27 
A06:    0.383
A07:    0.347
A08:    0.445
A09:    0.228
A10:    0.257
A11:    0.385
A12:    0.413
B01:    0.353
B02:    0.353
B03:    0.253
B04:    0.291
B05:    0.375
B06:    0.358
B07:    0.247
B08:    0.341
B09:    0.19 
B10:    0.171
B11:    0.401
B12:    0.45 
C01:    0.317
C02:    0.374
C03:    0.331
C04:    0.241
C05:    0.295
C06:    0.162
C07:    0.185
C08:    0.309
C09:    0.164
C10:    0.246
C11:    0.345
C12:    0.369
D01:    0.269
D02:    0.362
D03:    0.422
D04:    0.296
D05:    0.157
D06:    0.35 
D07:    0.399
D08:    0.344
D09:    0.433
D10:    0.153
D11:    0.238
D12:    0.31 
E01:    0.193
E02:    0.188
E03:    0.427
E04:    0.413
E05:    0.387
E06:    0.391
E07:    0.405
E08:    0.23 
E09:    0.234
E10:    0.152
E11:    0.349
E12:    0.186
F01:    0.142
F02:    0.181
F03:    0.301
F04:    0.327
F05:    0.324
F06:    0.197
F07:    0.287
F08:    0.26 
F09:    0.384
F10:    0.272
F11:    0.32 
F12:    0.153
G01:    0.328
G02:    0.138
G03:    0.141
G04:    0.145
G05:    0.197
G06:    0.148
G07:    0.43 
G08:    0.295
G09:    0.404
G10:    0.264
G11:    0.146
G12:    0.147
H01:    0.321
H02:    0.321
H03:    0.387
H04:    0.145
H05:    0.329
H06:    0.145
H07:    0.336
H08:    0.349
H09:    0.19 
H10:    0.384
H11:    0.154
H12:    0.509

