Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 7:04:07 AM
ID1: P0000000014  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.202
A02:    0.24 
A03:    0.272
A04:    0.237
A05:    0.516
A06:    0.241
A07:    0.345
A08:    0.221
A09:    0.317
A10:    0.207
A11:    0.23 
A12:    0.175
B01:    0.11 
B02:    0.283
B03:    0.287
B04:    0.483
B05:    0.274
B06:    0.148
B07:    0.163
B08:    0.477
B09:    0.315
B10:    0.341
B11:    0.44 
B12:    0.14 
C01:    0.385
C02:    0.137
C03:    0.154
C04:    0.247
C05:    0.168
C06:    0.698
C07:    0.174
C08:    0.372
C09:    0.344
C10:    0.181
C11:    0.146
C12:    0.464
D01:    0.564
D02:    0.139
D03:    0.699
D04:    0.193
D05:    0.178
D06:    0.483
D07:    0.426
D08:    0.139
D09:    0.474
D10:    0.289
D11:    0.171
D12:    0.605
E01:    0.189
E02:    0.478
E03:    0.256
E04:    0.432
E05:    0.278
E06:    0.485
E07:    0.244
E08:    0.301
E09:    0.546
E10:    0.349
E11:    0.361
E12:    0.487
F01:    0.151
F02:    0.413
F03:    0.438
F04:    0.443
F05:    0.325
F06:    0.164
F07:    0.207
F08:    0.197
F09:    0.35 
F10:    0.302
F11:    0.146
F12:    0.2  
G01:    0.157
G02:    0.26 
G03:    0.131
G04:    0.243
G05:    0.215
G06:    0.319
G07:    0.479
G08:    0.158
G09:    0.274
G10:    0.464
G11:    0.492
G12:    0.527
H01:    0.1  
H02:    0.235
H03:    0.153
H04:    0.399
H05:    0.245
H06:    0.15 
H07:    0.214
H08:    0.158
H09:    0.454
H10:    0.174
H11:    0.168
H12:    0.149

