Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 6:25:43 AM
ID1: P0000000021  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.163
A02:    0.224
A03:    0.265
A04:    0.21 
A05:    0.414
A06:    0.2  
A07:    0.561
A08:    0.202
A09:    0.256
A10:    0.238
A11:    0.674
A12:    0.162
B01:    0.249
B02:    0.721
B03:    0.515
B04:    0.244
B05:    0.344
B06:    0.292
B07:    0.164
B08:    0.158
B09:    0.191
B10:    0.634
B11:    0.695
B12:    0.175
C01:    0.206
C02:    0.312
C03:    0.458
C04:    0.328
C05:    0.145
C06:    0.437
C07:    0.897
C08:    0.497
C09:    0.275
C10:    0.478
C11:    0.266
C12:    0.51 
D01:    0.197
D02:    0.169
D03:    0.343
D04:    0.352
D05:    0.241
D06:    0.262
D07:    0.247
D08:    0.363
D09:    0.298
D10:    0.266
D11:    0.275
D12:    0.141
E01:    0.15 
E02:    0.579
E03:    0.646
E04:    0.144
E05:    0.45 
E06:    0.267
E07:    0.264
E08:    0.338
E09:    0.515
E10:    0.543
E11:    0.166
E12:    0.276
F01:    0.151
F02:    0.366
F03:    0.252
F04:    0.244
F05:    0.286
F06:    0.311
F07:    0.335
F08:    0.163
F09:    0.471
F10:    0.197
F11:    0.407
F12:    0.266
G01:    0.381
G02:    0.42 
G03:    0.518
G04:    0.482
G05:    0.135
G06:    0.286
G07:    0.15 
G08:    0.146
G09:    0.154
G10:    0.249
G11:    0.123
G12:    0.205
H01:    0.263
H02:    0.617
H03:    0.262
H04:    0.466
H05:    0.265
H06:    0.14 
H07:    0.148
H08:    0.261
H09:    0.109
H10:    0.111
H11:    0.445
H12:    0.321

