Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 2:03:40 PM
ID1: P0000000011  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.318
A02:    0.463
A03:    0.433
A04:    0.384
A05:    0.485
A06:    0.53 
A07:    0.52 
A08:    0.414
A09:    0.464
A10:    0.233
A11:    0.313
A12:    0.188
B01:    0.188
B02:    0.488
B03:    0.54 
B04:    0.467
B05:    0.497
B06:    0.441
B07:    0.214
B08:    0.457
B09:    0.481
B10:    0.465
B11:    0.455
B12:    0.22 
C01:    0.455
C02:    0.242
C03:    0.339
C04:    0.426
C05:    0.229
C06:    0.527
C07:    0.185
C08:    0.337
C09:    0.327
C10:    0.489
C11:    0.256
C12:    0.506
D01:    0.478
D02:    0.181
D03:    0.262
D04:    0.374
D05:    0.479
D06:    0.527
D07:    0.488
D08:    0.162
D09:    0.441
D10:    0.462
D11:    0.234
D12:    0.537
E01:    0.363
E02:    0.446
E03:    0.442
E04:    0.385
E05:    0.392
E06:    0.451
E07:    0.425
E08:    0.418
E09:    0.457
E10:    0.461
E11:    0.495
E12:    0.507
F01:    0.317
F02:    0.405
F03:    0.407
F04:    0.441
F05:    0.458
F06:    0.503
F07:    0.289
F08:    0.371
F09:    0.395
F10:    0.35 
F11:    0.484
F12:    0.396
G01:    0.434
G02:    0.444
G03:    0.117
G04:    0.489
G05:    0.328
G06:    0.432
G07:    0.71 
G08:    0.153
G09:    0.455
G10:    0.606
G11:    0.474
G12:    0.489
H01:    0.179
H02:    0.313
H03:    0.111
H04:    0.377
H05:    0.355
H06:    0.317
H07:    0.287
H08:    0.31 
H09:    0.478
H10:    0.313
H11:    0.297
H12:    0.273

