Testname: FB_OD600scan_96well
Date: 12/8/2025  Time: 11:23:51 PM
ID1: P0000000012  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.148
A02:    0.151
A03:    0.182
A04:    0.17 
A05:    0.197
A06:    0.182
A07:    0.225
A08:    0.168
A09:    0.214
A10:    0.163
A11:    0.201
A12:    0.171
B01:    0.124
B02:    0.138
B03:    0.144
B04:    0.249
B05:    0.151
B06:    0.148
B07:    0.148
B08:    0.198
B09:    0.175
B10:    0.215
B11:    0.239
B12:    0.153
C01:    0.165
C02:    0.133
C03:    0.141
C04:    0.235
C05:    0.139
C06:    0.294
C07:    0.153
C08:    0.237
C09:    0.267
C10:    0.15 
C11:    0.147
C12:    0.301
D01:    0.227
D02:    0.14 
D03:    0.252
D04:    0.155
D05:    0.15 
D06:    0.182
D07:    0.249
D08:    0.137
D09:    0.232
D10:    0.228
D11:    0.116
D12:    0.498
E01:    0.142
E02:    0.233
E03:    0.218
E04:    0.232
E05:    0.161
E06:    0.162
E07:    0.141
E08:    0.161
E09:    0.246
E10:    0.24 
E11:    0.253
E12:    0.237
F01:    0.132
F02:    0.236
F03:    0.152
F04:    0.14 
F05:    0.155
F06:    0.143
F07:    0.136
F08:    0.143
F09:    0.14 
F10:    0.149
F11:    0.149
F12:    0.131
G01:    0.135
G02:    0.145
G03:    0.135
G04:    0.142
G05:    0.158
G06:    0.205
G07:    0.181
G08:    0.129
G09:    0.154
G10:    0.155
G11:    0.167
G12:    0.223
H01:    0.127
H02:    0.143
H03:    0.127
H04:    0.182
H05:    0.149
H06:    0.134
H07:    0.149
H08:    0.132
H09:    0.151
H10:    0.11 
H11:    0.114
H12:    0.126

