Testname: FB_OD600scan_96well
Date: 12/8/2025  Time: 10:36:15 PM
ID1: P0000000023  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.147
A02:    0.156
A03:    0.163
A04:    0.189
A05:    0.215
A06:    0.166
A07:    0.239
A08:    0.16 
A09:    0.158
A10:    0.176
A11:    0.188
A12:    0.193
B01:    0.158
B02:    0.173
B03:    0.241
B04:    0.158
B05:    0.142
B06:    0.164
B07:    0.133
B08:    0.124
B09:    0.17 
B10:    0.17 
B11:    0.227
B12:    0.165
C01:    0.143
C02:    0.134
C03:    0.269
C04:    0.154
C05:    0.13 
C06:    0.154
C07:    0.244
C08:    0.271
C09:    0.142
C10:    0.193
C11:    0.162
C12:    0.278
D01:    0.182
D02:    0.146
D03:    0.156
D04:    0.166
D05:    0.149
D06:    0.152
D07:    0.15 
D08:    0.219
D09:    0.142
D10:    0.131
D11:    0.148
D12:    0.129
E01:    0.125
E02:    0.215
E03:    0.256
E04:    0.152
E05:    0.284
E06:    0.157
E07:    0.168
E08:    0.233
E09:    0.164
E10:    0.243
E11:    0.118
E12:    0.24 
F01:    0.121
F02:    0.205
F03:    0.165
F04:    0.192
F05:    0.146
F06:    0.276
F07:    0.167
F08:    0.143
F09:    0.157
F10:    0.123
F11:    0.227
F12:    0.153
G01:    0.142
G02:    0.126
G03:    0.171
G04:    0.252
G05:    0.136
G06:    0.18 
G07:    0.144
G08:    0.161
G09:    0.13 
G10:    0.144
G11:    0.129
G12:    0.13 
H01:    0.143
H02:    0.125
H03:    0.142
H04:    0.189
H05:    0.159
H06:    0.132
H07:    0.143
H08:    0.132
H09:    0.133
H10:    0.138
H11:    0.24 
H12:    0.135

