Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 4:59:40 PM
ID1: P0000000015  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.309
A02:    0.525
A03:    0.423
A04:    0.315
A05:    0.49 
A06:    0.539
A07:    0.502
A08:    0.406
A09:    0.46 
A10:    0.222
A11:    0.266
A12:    0.183
B01:    0.222
B02:    0.474
B03:    0.536
B04:    0.46 
B05:    0.507
B06:    0.344
B07:    0.236
B08:    0.463
B09:    0.487
B10:    0.46 
B11:    0.522
B12:    0.292
C01:    0.491
C02:    0.239
C03:    0.313
C04:    0.395
C05:    0.193
C06:    0.565
C07:    0.171
C08:    0.311
C09:    0.348
C10:    0.507
C11:    0.233
C12:    0.467
D01:    0.503
D02:    0.166
D03:    0.301
D04:    0.396
D05:    0.423
D06:    0.526
D07:    0.496
D08:    0.154
D09:    0.475
D10:    0.463
D11:    0.226
D12:    0.56 
E01:    0.406
E02:    0.448
E03:    0.44 
E04:    0.384
E05:    0.431
E06:    0.466
E07:    0.418
E08:    0.369
E09:    0.461
E10:    0.446
E11:    0.48 
E12:    0.552
F01:    0.38 
F02:    0.433
F03:    0.462
F04:    0.425
F05:    0.48 
F06:    0.487
F07:    0.294
F08:    0.358
F09:    0.423
F10:    0.357
F11:    0.668
F12:    0.41 
G01:    0.476
G02:    0.445
G03:    0.254
G04:    0.496
G05:    0.317
G06:    0.439
G07:    0.738
G08:    0.165
G09:    0.462
G10:    0.604
G11:    0.477
G12:    0.505
H01:    0.229
H02:    0.336
H03:    0.28 
H04:    0.429
H05:    0.344
H06:    0.362
H07:    0.331
H08:    0.236
H09:    0.496
H10:    0.3  
H11:    0.138
H12:    0.14 

