Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 4:15:14 AM
ID1: P0000000017  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.282
A02:    0.354
A03:    0.351
A04:    0.332
A05:    0.28 
A06:    0.417
A07:    0.381
A08:    0.469
A09:    0.237
A10:    0.305
A11:    0.405
A12:    0.266
B01:    0.372
B02:    0.387
B03:    0.279
B04:    0.335
B05:    0.405
B06:    0.426
B07:    0.258
B08:    0.362
B09:    0.263
B10:    0.267
B11:    0.431
B12:    0.448
C01:    0.339
C02:    0.389
C03:    0.285
C04:    0.321
C05:    0.304
C06:    0.176
C07:    0.176
C08:    0.324
C09:    0.145
C10:    0.223
C11:    0.318
C12:    0.324
D01:    0.297
D02:    0.209
D03:    0.453
D04:    0.286
D05:    0.158
D06:    0.464
D07:    0.384
D08:    0.451
D09:    0.426
D10:    0.169
D11:    0.261
D12:    0.233
E01:    0.201
E02:    0.237
E03:    0.52 
E04:    0.469
E05:    0.417
E06:    0.46 
E07:    0.485
E08:    0.274
E09:    0.298
E10:    0.151
E11:    0.429
E12:    0.163
F01:    0.142
F02:    0.223
F03:    0.216
F04:    0.357
F05:    0.378
F06:    0.221
F07:    0.282
F08:    0.253
F09:    0.403
F10:    0.308
F11:    0.358
F12:    0.148
G01:    0.3  
G02:    0.147
G03:    0.17 
G04:    0.146
G05:    0.265
G06:    0.175
G07:    0.47 
G08:    0.289
G09:    0.442
G10:    0.264
G11:    0.158
G12:    0.15 
H01:    0.358
H02:    0.335
H03:    0.388
H04:    0.148
H05:    0.342
H06:    0.144
H07:    0.281
H08:    0.305
H09:    0.161
H10:    0.344
H11:    0.153
H12:    0.457

