Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 5:20:28 PM
ID1: P0000000007  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.113
A02:    0.555
A03:    0.349
A04:    0.444
A05:    0.335
A06:    0.37 
A07:    0.553
A08:    0.293
A09:    0.236
A10:    0.575
A11:    0.468
A12:    0.274
B01:    0.612
B02:    0.584
B03:    0.488
B04:    0.546
B05:    0.546
B06:    0.221
B07:    0.32 
B08:    0.229
B09:    0.186
B10:    0.571
B11:    0.72 
B12:    0.184
C01:    0.26 
C02:    0.519
C03:    0.461
C04:    0.356
C05:    0.255
C06:    0.322
C07:    0.567
C08:    0.45 
C09:    0.277
C10:    0.581
C11:    0.388
C12:    0.524
D01:    0.288
D02:    0.404
D03:    0.727
D04:    0.53 
D05:    0.312
D06:    0.251
D07:    0.26 
D08:    0.303
D09:    0.474
D10:    0.576
D11:    0.358
D12:    0.329
E01:    0.133
E02:    0.584
E03:    0.527
E04:    0.422
E05:    0.469
E06:    0.462
E07:    0.501
E08:    0.468
E09:    0.479
E10:    0.444
E11:    0.271
E12:    0.354
F01:    0.264
F02:    0.361
F03:    0.437
F04:    0.485
F05:    0.452
F06:    0.431
F07:    0.496
F08:    0.398
F09:    0.49 
F10:    0.418
F11:    0.319
F12:    0.448
G01:    0.379
G02:    0.68 
G03:    0.531
G04:    0.425
G05:    0.368
G06:    1.298
G07:    0.263
G08:    0.687
G09:    0.276
G10:    0.467
G11:    0.419
G12:    0.385
H01:    0.545
H02:    0.686
H03:    0.342
H04:    0.394
H05:    0.573
H06:    0.319
H07:    0.347
H08:    0.321
H09:    0.347
H10:    0.431
H11:    0.499
H12:    0.555

