Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 4:09:04 AM
ID1: P0000000019  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.325
A02:    0.357
A03:    0.35 
A04:    0.396
A05:    0.254
A06:    0.46 
A07:    0.354
A08:    0.46 
A09:    0.225
A10:    0.279
A11:    0.397
A12:    0.243
B01:    0.359
B02:    0.375
B03:    0.302
B04:    0.338
B05:    0.424
B06:    0.42 
B07:    0.248
B08:    0.361
B09:    0.263
B10:    0.234
B11:    0.446
B12:    0.436
C01:    0.352
C02:    0.388
C03:    0.312
C04:    0.314
C05:    0.305
C06:    0.167
C07:    0.168
C08:    0.324
C09:    0.269
C10:    0.255
C11:    0.343
C12:    0.311
D01:    0.282
D02:    0.397
D03:    0.449
D04:    0.296
D05:    0.153
D06:    0.466
D07:    0.401
D08:    0.429
D09:    0.427
D10:    0.166
D11:    0.252
D12:    0.258
E01:    0.188
E02:    0.177
E03:    0.481
E04:    0.43 
E05:    0.399
E06:    0.422
E07:    0.445
E08:    0.266
E09:    0.207
E10:    0.149
E11:    0.419
E12:    0.143
F01:    0.146
F02:    0.243
F03:    0.271
F04:    0.336
F05:    0.399
F06:    0.216
F07:    0.28 
F08:    0.247
F09:    0.416
F10:    0.276
F11:    0.359
F12:    0.131
G01:    0.337
G02:    0.139
G03:    0.177
G04:    0.148
G05:    0.317
G06:    0.143
G07:    0.512
G08:    0.294
G09:    0.433
G10:    0.277
G11:    0.156
G12:    0.151
H01:    0.349
H02:    0.311
H03:    0.388
H04:    0.153
H05:    0.345
H06:    0.142
H07:    0.256
H08:    0.302
H09:    0.159
H10:    0.374
H11:    0.135
H12:    0.433

