Testname: FB_OD600scan_96well
Date: 12/8/2025  Time: 10:17:56 PM
ID1: P0000000003  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.148
A02:    0.149
A03:    0.18 
A04:    0.149
A05:    0.157
A06:    0.199
A07:    0.184
A08:    0.211
A09:    0.165
A10:    0.235
A11:    0.221
A12:    0.189
B01:    0.187
B02:    0.211
B03:    0.139
B04:    0.133
B05:    0.403
B06:    0.357
B07:    0.135
B08:    0.156
B09:    0.153
B10:    0.152
B11:    0.203
B12:    0.165
C01:    0.151
C02:    0.18 
C03:    0.216
C04:    0.154
C05:    0.168
C06:    0.171
C07:    0.129
C08:    0.158
C09:    0.164
C10:    0.119
C11:    0.165
C12:    0.17 
D01:    0.143
D02:    0.154
D03:    0.172
D04:    0.145
D05:    0.133
D06:    0.178
D07:    0.202
D08:    0.155
D09:    0.178
D10:    0.125
D11:    0.168
D12:    0.123
E01:    0.104
E02:    0.123
E03:    0.183
E04:    0.173
E05:    0.213
E06:    0.197
E07:    0.173
E08:    0.169
E09:    0.129
E10:    0.122
E11:    0.217
E12:    0.117
F01:    0.109
F02:    0.118
F03:    0.118
F04:    0.197
F05:    0.146
F06:    0.149
F07:    0.125
F08:    0.141
F09:    0.191
F10:    0.129
F11:    0.154
F12:    0.11 
G01:    0.141
G02:    0.114
G03:    0.099
G04:    0.102
G05:    0.115
G06:    0.107
G07:    0.141
G08:    0.174
G09:    0.14 
G10:    0.136
G11:    0.108
G12:    0.125
H01:    0.121
H02:    0.181
H03:    0.163
H04:    0.132
H05:    0.3  
H06:    0.144
H07:    0.158
H08:    0.185
H09:    0.128
H10:    0.145
H11:    0.132
H12:    0.153

