Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 3:05:14 PM
ID1: P0000000007  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.111
A02:    0.607
A03:    0.287
A04:    0.309
A05:    0.41 
A06:    0.36 
A07:    0.597
A08:    0.245
A09:    0.28 
A10:    0.302
A11:    0.564
A12:    0.245
B01:    0.345
B02:    0.741
B03:    0.513
B04:    0.548
B05:    0.775
B06:    0.391
B07:    0.259
B08:    0.27 
B09:    0.248
B10:    0.664
B11:    0.73 
B12:    0.17 
C01:    0.256
C02:    0.554
C03:    0.499
C04:    0.493
C05:    0.152
C06:    0.395
C07:    0.703
C08:    0.51 
C09:    0.334
C10:    0.886
C11:    0.355
C12:    0.457
D01:    0.685
D02:    0.273
D03:    0.877
D04:    0.364
D05:    0.336
D06:    0.255
D07:    0.277
D08:    0.302
D09:    0.342
D10:    0.379
D11:    0.321
D12:    0.171
E01:    0.126
E02:    0.657
E03:    0.598
E04:    0.151
E05:    0.436
E06:    0.485
E07:    0.564
E08:    0.513
E09:    0.543
E10:    0.47 
E11:    0.185
E12:    0.345
F01:    0.146
F02:    0.415
F03:    0.666
F04:    0.464
F05:    0.463
F06:    0.44 
F07:    0.601
F08:    0.297
F09:    0.567
F10:    0.337
F11:    0.358
F12:    0.44 
G01:    0.419
G02:    0.504
G03:    0.596
G04:    0.466
G05:    0.162
G06:    1.004
G07:    0.219
G08:    0.215
G09:    0.261
G10:    0.426
G11:    0.273
G12:    0.445
H01:    0.611
H02:    0.565
H03:    0.237
H04:    0.408
H05:    0.398
H06:    0.141
H07:    0.152
H08:    0.266
H09:    0.234
H10:    0.333
H11:    0.509
H12:    0.561

