Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 8:37:56 AM
ID1: P0000000022  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.115
A02:    0.562
A03:    0.325
A04:    0.496
A05:    0.358
A06:    0.369
A07:    0.562
A08:    0.308
A09:    0.228
A10:    0.514
A11:    0.459
A12:    0.196
B01:    0.539
B02:    0.571
B03:    0.487
B04:    0.544
B05:    0.539
B06:    0.26 
B07:    0.16 
B08:    0.209
B09:    0.515
B10:    0.611
B11:    0.729
B12:    0.189
C01:    0.268
C02:    0.613
C03:    0.443
C04:    0.361
C05:    0.226
C06:    0.368
C07:    0.563
C08:    0.446
C09:    0.276
C10:    0.572
C11:    0.786
C12:    0.455
D01:    0.475
D02:    0.304
D03:    0.564
D04:    0.542
D05:    0.322
D06:    0.253
D07:    0.262
D08:    0.292
D09:    0.453
D10:    0.587
D11:    0.363
D12:    0.328
E01:    0.107
E02:    0.629
E03:    0.546
E04:    0.294
E05:    0.478
E06:    0.442
E07:    0.509
E08:    0.467
E09:    0.514
E10:    0.439
E11:    0.168
E12:    0.366
F01:    0.112
F02:    0.399
F03:    0.462
F04:    0.519
F05:    0.452
F06:    0.428
F07:    0.525
F08:    0.421
F09:    0.504
F10:    0.434
F11:    0.33 
F12:    0.452
G01:    0.367
G02:    0.726
G03:    0.531
G04:    0.476
G05:    0.256
G06:    0.69 
G07:    0.254
G08:    0.683
G09:    0.288
G10:    0.485
G11:    0.422
G12:    0.392
H01:    0.556
H02:    0.667
H03:    0.28 
H04:    0.409
H05:    0.581
H06:    0.226
H07:    0.268
H08:    0.296
H09:    0.353
H10:    0.454
H11:    0.501
H12:    0.565

