Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 4:31:48 PM
ID1: P0000000009  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.148
A02:    0.802
A03:    0.285
A04:    0.469
A05:    0.453
A06:    0.475
A07:    0.59 
A08:    0.241
A09:    0.278
A10:    0.334
A11:    0.549
A12:    0.221
B01:    0.808
B02:    0.621
B03:    0.489
B04:    0.666
B05:    0.758
B06:    0.292
B07:    0.172
B08:    0.23 
B09:    0.197
B10:    0.683
B11:    0.951
B12:    0.15 
C01:    0.235
C02:    0.659
C03:    0.47 
C04:    0.353
C05:    0.157
C06:    0.402
C07:    0.635
C08:    0.498
C09:    0.311
C10:    0.734
C11:    0.401
C12:    0.454
D01:    0.644
D02:    0.285
D03:    0.835
D04:    0.532
D05:    0.315
D06:    0.268
D07:    0.289
D08:    0.297
D09:    0.408
D10:    0.339
D11:    0.35 
D12:    0.145
E01:    0.12 
E02:    0.654
E03:    0.602
E04:    0.156
E05:    0.419
E06:    0.447
E07:    0.663
E08:    0.482
E09:    0.527
E10:    0.446
E11:    0.165
E12:    0.337
F01:    0.109
F02:    0.433
F03:    0.693
F04:    0.549
F05:    0.453
F06:    0.42 
F07:    0.579
F08:    0.413
F09:    0.559
F10:    0.44 
F11:    0.338
F12:    0.432
G01:    0.435
G02:    0.82 
G03:    0.513
G04:    0.443
G05:    0.145
G06:    0.975
G07:    0.24 
G08:    0.251
G09:    0.246
G10:    0.387
G11:    0.341
G12:    0.378
H01:    0.595
H02:    0.661
H03:    0.166
H04:    0.342
H05:    0.367
H06:    0.143
H07:    0.158
H08:    0.273
H09:    0.315
H10:    0.373
H11:    0.464
H12:    0.367

