Testname: FB_OD600scan_96well
Date: 12/8/2025  Time: 6:04:22 PM
ID1: P0000000021  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.126
A02:    0.121
A03:    0.146
A04:    0.148
A05:    0.152
A06:    0.159
A07:    0.153
A08:    0.185
A09:    0.161
A10:    0.144
A11:    0.16 
A12:    0.171
B01:    0.133
B02:    0.148
B03:    0.145
B04:    0.139
B05:    0.133
B06:    0.148
B07:    0.12 
B08:    0.122
B09:    0.167
B10:    0.134
B11:    0.147
B12:    0.168
C01:    0.126
C02:    0.126
C03:    0.151
C04:    0.15 
C05:    0.118
C06:    0.165
C07:    0.163
C08:    0.134
C09:    0.118
C10:    0.147
C11:    0.152
C12:    0.135
D01:    0.2  
D02:    0.128
D03:    0.128
D04:    0.153
D05:    0.137
D06:    0.133
D07:    0.132
D08:    0.139
D09:    0.12 
D10:    0.102
D11:    0.114
D12:    0.112
E01:    0.133
E02:    0.147
E03:    0.157
E04:    0.143
E05:    0.139
E06:    0.138
E07:    0.133
E08:    0.132
E09:    0.128
E10:    0.143
E11:    0.129
E12:    0.107
F01:    0.124
F02:    0.127
F03:    0.136
F04:    0.128
F05:    0.128
F06:    0.131
F07:    0.128
F08:    0.11 
F09:    0.13 
F10:    0.107
F11:    0.109
F12:    0.122
G01:    0.122
G02:    0.111
G03:    0.146
G04:    0.132
G05:    0.127
G06:    0.116
G07:    0.119
G08:    0.125
G09:    0.113
G10:    0.116
G11:    0.156
G12:    0.121
H01:    0.127
H02:    0.112
H03:    0.125
H04:    0.138
H05:    0.139
H06:    0.153
H07:    0.136
H08:    0.106
H09:    0.103
H10:    0.092
H11:    0.103
H12:    0.12 

