Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 8:25:37 PM
ID1: P0000000019  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.268
A02:    0.351
A03:    0.35 
A04:    0.292
A05:    0.245
A06:    0.356
A07:    0.342
A08:    0.426
A09:    0.247
A10:    0.3  
A11:    0.409
A12:    0.253
B01:    0.378
B02:    0.386
B03:    0.229
B04:    0.327
B05:    0.481
B06:    0.483
B07:    0.24 
B08:    0.345
B09:    0.203
B10:    0.194
B11:    0.461
B12:    0.448
C01:    0.318
C02:    0.404
C03:    0.355
C04:    0.355
C05:    0.309
C06:    0.159
C07:    0.17 
C08:    0.312
C09:    0.177
C10:    0.184
C11:    0.387
C12:    0.291
D01:    0.277
D02:    0.285
D03:    0.454
D04:    0.274
D05:    0.148
D06:    0.486
D07:    0.404
D08:    0.377
D09:    0.438
D10:    0.156
D11:    0.21 
D12:    0.25 
E01:    0.175
E02:    0.222
E03:    0.486
E04:    0.419
E05:    0.418
E06:    0.455
E07:    0.506
E08:    0.275
E09:    0.226
E10:    0.148
E11:    0.424
E12:    0.142
F01:    0.146
F02:    0.228
F03:    0.161
F04:    0.351
F05:    0.449
F06:    0.246
F07:    0.283
F08:    0.268
F09:    0.421
F10:    0.298
F11:    0.368
F12:    0.126
G01:    0.301
G02:    0.141
G03:    0.169
G04:    0.15 
G05:    0.207
G06:    0.146
G07:    0.532
G08:    0.275
G09:    0.46 
G10:    0.279
G11:    0.126
G12:    0.149
H01:    0.329
H02:    0.308
H03:    0.371
H04:    0.151
H05:    0.345
H06:    0.145
H07:    0.23 
H08:    0.305
H09:    0.149
H10:    0.369
H11:    0.142
H12:    0.403

