Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 2:06:40 PM
ID1: P0000000010  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.156
A02:    0.528
A03:    0.324
A04:    0.468
A05:    0.382
A06:    0.468
A07:    0.567
A08:    0.314
A09:    0.215
A10:    0.557
A11:    0.482
A12:    0.27 
B01:    0.676
B02:    0.571
B03:    0.47 
B04:    0.548
B05:    0.579
B06:    0.218
B07:    0.306
B08:    0.222
B09:    0.182
B10:    0.606
B11:    0.672
B12:    0.141
C01:    0.465
C02:    0.505
C03:    0.435
C04:    0.361
C05:    0.208
C06:    0.33 
C07:    0.582
C08:    0.431
C09:    0.277
C10:    0.609
C11:    0.273
C12:    0.512
D01:    0.188
D02:    0.369
D03:    0.693
D04:    0.496
D05:    0.308
D06:    0.233
D07:    0.247
D08:    0.309
D09:    0.508
D10:    0.541
D11:    0.324
D12:    0.301
E01:    0.141
E02:    0.595
E03:    0.57 
E04:    0.384
E05:    0.527
E06:    0.456
E07:    0.535
E08:    0.471
E09:    0.496
E10:    0.443
E11:    0.304
E12:    0.36 
F01:    0.277
F02:    0.374
F03:    0.519
F04:    0.529
F05:    0.428
F06:    0.451
F07:    0.518
F08:    0.38 
F09:    0.52 
F10:    0.315
F11:    0.286
F12:    0.381
G01:    0.382
G02:    0.691
G03:    0.533
G04:    0.426
G05:    0.242
G06:    0.989
G07:    0.441
G08:    0.729
G09:    0.254
G10:    0.575
G11:    0.418
G12:    0.398
H01:    0.559
H02:    0.695
H03:    0.268
H04:    0.358
H05:    0.547
H06:    0.267
H07:    0.36 
H08:    0.322
H09:    0.348
H10:    0.443
H11:    0.486
H12:    0.54 

