Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 2:36:45 PM
ID1: P0000000026  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.333
A02:    0.474
A03:    0.435
A04:    0.37 
A05:    0.495
A06:    0.532
A07:    0.497
A08:    0.394
A09:    0.445
A10:    0.199
A11:    0.307
A12:    0.286
B01:    0.239
B02:    0.479
B03:    0.543
B04:    0.449
B05:    0.485
B06:    0.375
B07:    0.193
B08:    0.441
B09:    0.474
B10:    0.455
B11:    0.468
B12:    0.262
C01:    0.462
C02:    0.237
C03:    0.293
C04:    0.405
C05:    0.204
C06:    0.524
C07:    0.185
C08:    0.302
C09:    0.346
C10:    0.518
C11:    0.269
C12:    0.474
D01:    0.477
D02:    0.153
D03:    0.305
D04:    0.447
D05:    0.457
D06:    0.513
D07:    0.49 
D08:    0.158
D09:    0.438
D10:    0.475
D11:    0.216
D12:    0.505
E01:    0.37 
E02:    0.449
E03:    0.446
E04:    0.395
E05:    0.39 
E06:    0.455
E07:    0.432
E08:    0.377
E09:    0.454
E10:    0.452
E11:    0.481
E12:    0.538
F01:    0.389
F02:    0.398
F03:    0.415
F04:    0.492
F05:    0.459
F06:    0.522
F07:    0.282
F08:    0.361
F09:    0.401
F10:    0.356
F11:    0.508
F12:    0.395
G01:    0.457
G02:    0.43 
G03:    0.214
G04:    0.5  
G05:    0.341
G06:    0.438
G07:    0.674
G08:    0.153
G09:    0.48 
G10:    0.623
G11:    0.475
G12:    0.553
H01:    0.238
H02:    0.329
H03:    0.27 
H04:    0.425
H05:    0.331
H06:    0.323
H07:    0.286
H08:    0.351
H09:    0.487
H10:    0.32 
H11:    0.308
H12:    0.291

