Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 9:49:09 PM
ID1: P0000000022  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.117
A02:    1.011
A03:    0.26 
A04:    0.388
A05:    0.371
A06:    0.449
A07:    0.59 
A08:    0.264
A09:    0.269
A10:    0.449
A11:    0.533
A12:    0.165
B01:    0.701
B02:    0.587
B03:    0.484
B04:    0.629
B05:    0.562
B06:    0.253
B07:    0.159
B08:    0.215
B09:    0.571
B10:    0.628
B11:    0.905
B12:    0.167
C01:    0.234
C02:    0.624
C03:    0.492
C04:    0.357
C05:    0.184
C06:    0.401
C07:    0.623
C08:    0.496
C09:    0.28 
C10:    0.634
C11:    0.811
C12:    0.507
D01:    0.584
D02:    0.246
D03:    0.617
D04:    0.582
D05:    0.29 
D06:    0.256
D07:    0.259
D08:    0.28 
D09:    0.394
D10:    0.751
D11:    0.377
D12:    0.163
E01:    0.106
E02:    0.644
E03:    0.574
E04:    0.242
E05:    0.463
E06:    0.442
E07:    0.613
E08:    0.473
E09:    0.526
E10:    0.455
E11:    0.171
E12:    0.37 
F01:    0.111
F02:    0.415
F03:    0.588
F04:    0.552
F05:    0.453
F06:    0.428
F07:    0.545
F08:    0.414
F09:    0.552
F10:    0.404
F11:    0.349
F12:    0.406
G01:    0.412
G02:    0.675
G03:    0.565
G04:    0.479
G05:    0.157
G06:    0.634
G07:    0.252
G08:    0.251
G09:    0.242
G10:    0.472
G11:    0.505
G12:    0.396
H01:    0.585
H02:    0.711
H03:    0.234
H04:    0.397
H05:    0.589
H06:    0.14 
H07:    0.175
H08:    0.304
H09:    0.339
H10:    0.345
H11:    0.504
H12:    0.558

