Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 1:23:43 PM
ID1: P0000000010  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.151
A02:    0.459
A03:    0.287
A04:    0.392
A05:    0.442
A06:    0.392
A07:    0.611
A08:    0.242
A09:    0.249
A10:    0.312
A11:    0.561
A12:    0.173
B01:    0.534
B02:    0.658
B03:    0.484
B04:    0.475
B05:    0.717
B06:    0.439
B07:    0.222
B08:    0.288
B09:    0.2  
B10:    0.7  
B11:    1.045
B12:    0.141
C01:    0.246
C02:    0.569
C03:    0.486
C04:    0.395
C05:    0.176
C06:    0.385
C07:    0.727
C08:    0.494
C09:    0.343
C10:    0.895
C11:    0.258
C12:    0.46 
D01:    0.583
D02:    0.25 
D03:    0.476
D04:    0.372
D05:    0.329
D06:    0.236
D07:    0.242
D08:    0.313
D09:    0.343
D10:    0.282
D11:    0.258
D12:    0.151
E01:    0.125
E02:    0.672
E03:    0.622
E04:    0.156
E05:    0.457
E06:    0.404
E07:    0.526
E08:    0.493
E09:    0.527
E10:    0.432
E11:    0.263
E12:    0.341
F01:    0.149
F02:    0.428
F03:    0.77 
F04:    0.544
F05:    0.406
F06:    0.463
F07:    0.597
F08:    0.27 
F09:    0.585
F10:    0.273
F11:    0.329
F12:    0.448
G01:    0.418
G02:    0.536
G03:    0.595
G04:    0.462
G05:    0.165
G06:    0.618
G07:    0.26 
G08:    0.201
G09:    0.255
G10:    0.432
G11:    0.319
G12:    0.404
H01:    0.483
H02:    0.565
H03:    0.192
H04:    0.393
H05:    0.353
H06:    0.153
H07:    0.155
H08:    0.268
H09:    0.313
H10:    0.24 
H11:    0.468
H12:    0.549

