Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 1:41:54 AM
ID1: P0000000011  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.268
A02:    0.446
A03:    0.46 
A04:    0.38 
A05:    0.505
A06:    0.58 
A07:    0.526
A08:    0.418
A09:    0.472
A10:    0.217
A11:    0.308
A12:    0.192
B01:    0.198
B02:    0.492
B03:    0.461
B04:    0.503
B05:    0.537
B06:    0.502
B07:    0.21 
B08:    0.479
B09:    0.507
B10:    0.461
B11:    0.492
B12:    0.245
C01:    0.402
C02:    0.166
C03:    0.297
C04:    0.438
C05:    0.153
C06:    0.552
C07:    0.184
C08:    0.353
C09:    0.346
C10:    0.523
C11:    0.274
C12:    0.485
D01:    0.516
D02:    0.14 
D03:    0.469
D04:    0.41 
D05:    0.477
D06:    0.531
D07:    0.466
D08:    0.148
D09:    0.511
D10:    0.508
D11:    0.208
D12:    0.542
E01:    0.469
E02:    0.495
E03:    0.447
E04:    0.38 
E05:    0.362
E06:    0.464
E07:    0.393
E08:    0.459
E09:    0.46 
E10:    0.451
E11:    0.472
E12:    0.537
F01:    0.273
F02:    0.443
F03:    0.422
F04:    0.439
F05:    0.493
F06:    0.503
F07:    0.346
F08:    0.384
F09:    0.41 
F10:    0.369
F11:    0.52 
F12:    0.36 
G01:    0.421
G02:    0.467
G03:    0.147
G04:    0.488
G05:    0.321
G06:    0.436
G07:    0.691
G08:    0.152
G09:    0.45 
G10:    0.59 
G11:    0.495
G12:    0.467
H01:    0.157
H02:    0.326
H03:    0.117
H04:    0.408
H05:    0.217
H06:    0.294
H07:    0.324
H08:    0.306
H09:    0.473
H10:    0.325
H11:    0.309
H12:    0.268

