Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 3:53:55 PM
ID1: P0000000017  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.233
A02:    0.358
A03:    0.345
A04:    0.234
A05:    0.256
A06:    0.33 
A07:    0.341
A08:    0.467
A09:    0.265
A10:    0.329
A11:    0.42 
A12:    0.256
B01:    0.429
B02:    0.449
B03:    0.228
B04:    0.307
B05:    0.487
B06:    0.469
B07:    0.246
B08:    0.343
B09:    0.197
B10:    0.198
B11:    0.464
B12:    0.427
C01:    0.255
C02:    0.403
C03:    0.31 
C04:    0.374
C05:    0.349
C06:    0.186
C07:    0.193
C08:    0.308
C09:    0.144
C10:    0.177
C11:    0.358
C12:    0.283
D01:    0.321
D02:    0.243
D03:    0.446
D04:    0.28 
D05:    0.155
D06:    0.46 
D07:    0.373
D08:    0.41 
D09:    0.446
D10:    0.167
D11:    0.233
D12:    0.333
E01:    0.284
E02:    0.246
E03:    0.534
E04:    0.452
E05:    0.426
E06:    0.483
E07:    0.462
E08:    0.284
E09:    0.308
E10:    0.149
E11:    0.402
E12:    0.148
F01:    0.14 
F02:    0.22 
F03:    0.14 
F04:    0.39 
F05:    0.305
F06:    0.257
F07:    0.277
F08:    0.254
F09:    0.421
F10:    0.302
F11:    0.374
F12:    0.147
G01:    0.275
G02:    0.145
G03:    0.137
G04:    0.138
G05:    0.231
G06:    0.139
G07:    0.475
G08:    0.27 
G09:    0.465
G10:    0.258
G11:    0.146
G12:    0.148
H01:    0.323
H02:    0.327
H03:    0.359
H04:    0.146
H05:    0.337
H06:    0.141
H07:    0.203
H08:    0.271
H09:    0.156
H10:    0.322
H11:    0.158
H12:    0.477

