Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 4:28:45 AM
ID1: P0000000003  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.16 
A02:    0.324
A03:    0.228
A04:    0.164
A05:    0.177
A06:    0.188
A07:    0.279
A08:    0.424
A09:    0.209
A10:    0.392
A11:    0.379
A12:    0.147
B01:    0.322
B02:    0.346
B03:    0.154
B04:    0.172
B05:    0.514
B06:    0.494
B07:    0.211
B08:    0.269
B09:    0.22 
B10:    0.303
B11:    0.464
B12:    0.32 
C01:    0.176
C02:    0.274
C03:    0.39 
C04:    0.243
C05:    0.266
C06:    0.165
C07:    0.159
C08:    0.279
C09:    0.165
C10:    0.162
C11:    0.326
C12:    0.273
D01:    0.177
D02:    0.152
D03:    0.421
D04:    0.218
D05:    0.132
D06:    0.378
D07:    0.264
D08:    0.22 
D09:    0.357
D10:    0.144
D11:    0.168
D12:    0.241
E01:    0.131
E02:    0.14 
E03:    0.497
E04:    0.508
E05:    0.328
E06:    0.349
E07:    0.425
E08:    0.27 
E09:    0.217
E10:    0.126
E11:    0.353
E12:    0.132
F01:    0.12 
F02:    0.131
F03:    0.132
F04:    0.498
F05:    0.148
F06:    0.272
F07:    0.161
F08:    0.284
F09:    0.481
F10:    0.167
F11:    0.361
F12:    0.125
G01:    0.197
G02:    0.104
G03:    0.121
G04:    0.111
G05:    0.135
G06:    0.123
G07:    0.182
G08:    0.271
G09:    0.151
G10:    0.267
G11:    0.119
G12:    0.121
H01:    0.255
H02:    0.358
H03:    0.307
H04:    0.13 
H05:    0.407
H06:    0.126
H07:    0.241
H08:    0.225
H09:    0.15 
H10:    0.284
H11:    0.133
H12:    0.505

