Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 8:10:37 AM
ID1: P0000000005  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.308
A02:    0.336
A03:    0.331
A04:    0.362
A05:    0.276
A06:    0.382
A07:    0.352
A08:    0.448
A09:    0.217
A10:    0.264
A11:    0.388
A12:    0.391
B01:    0.428
B02:    0.363
B03:    0.271
B04:    0.297
B05:    0.393
B06:    0.397
B07:    0.265
B08:    0.371
B09:    0.211
B10:    0.19 
B11:    0.418
B12:    0.429
C01:    0.327
C02:    0.392
C03:    0.341
C04:    0.234
C05:    0.297
C06:    0.159
C07:    0.16 
C08:    0.314
C09:    0.149
C10:    0.226
C11:    0.337
C12:    0.351
D01:    0.273
D02:    0.329
D03:    0.458
D04:    0.299
D05:    0.155
D06:    0.384
D07:    0.402
D08:    0.391
D09:    0.432
D10:    0.166
D11:    0.292
D12:    0.269
E01:    0.184
E02:    0.231
E03:    0.461
E04:    0.424
E05:    0.394
E06:    0.4  
E07:    0.405
E08:    0.225
E09:    0.27 
E10:    0.161
E11:    0.373
E12:    0.177
F01:    0.141
F02:    0.217
F03:    0.289
F04:    0.327
F05:    0.365
F06:    0.2  
F07:    0.298
F08:    0.253
F09:    0.414
F10:    0.236
F11:    0.327
F12:    0.155
G01:    0.312
G02:    0.143
G03:    0.147
G04:    0.143
G05:    0.213
G06:    0.143
G07:    0.454
G08:    0.285
G09:    0.423
G10:    0.268
G11:    0.148
G12:    0.15 
H01:    0.309
H02:    0.319
H03:    0.369
H04:    0.144
H05:    0.336
H06:    0.149
H07:    0.312
H08:    0.329
H09:    0.152
H10:    0.401
H11:    0.156
H12:    0.479

