Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 10:04:30 PM
ID1: P0000000017  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.307
A02:    0.356
A03:    0.345
A04:    0.267
A05:    0.268
A06:    0.366
A07:    0.378
A08:    0.457
A09:    0.227
A10:    0.312
A11:    0.414
A12:    0.237
B01:    0.415
B02:    0.396
B03:    0.239
B04:    0.317
B05:    0.457
B06:    0.458
B07:    0.258
B08:    0.372
B09:    0.221
B10:    0.223
B11:    0.435
B12:    0.452
C01:    0.323
C02:    0.412
C03:    0.29 
C04:    0.366
C05:    0.315
C06:    0.172
C07:    0.183
C08:    0.309
C09:    0.139
C10:    0.141
C11:    0.322
C12:    0.299
D01:    0.295
D02:    0.195
D03:    0.451
D04:    0.294
D05:    0.155
D06:    0.477
D07:    0.38 
D08:    0.442
D09:    0.432
D10:    0.16 
D11:    0.176
D12:    0.26 
E01:    0.218
E02:    0.233
E03:    0.531
E04:    0.455
E05:    0.433
E06:    0.471
E07:    0.483
E08:    0.282
E09:    0.308
E10:    0.162
E11:    0.409
E12:    0.163
F01:    0.139
F02:    0.274
F03:    0.162
F04:    0.373
F05:    0.434
F06:    0.24 
F07:    0.284
F08:    0.256
F09:    0.409
F10:    0.306
F11:    0.365
F12:    0.148
G01:    0.295
G02:    0.143
G03:    0.162
G04:    0.145
G05:    0.213
G06:    0.154
G07:    0.508
G08:    0.284
G09:    0.468
G10:    0.289
G11:    0.149
G12:    0.154
H01:    0.327
H02:    0.325
H03:    0.372
H04:    0.142
H05:    0.335
H06:    0.141
H07:    0.254
H08:    0.302
H09:    0.149
H10:    0.349
H11:    0.152
H12:    0.487

