Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 9:14:17 PM
ID1: P0000000017  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.34 
A02:    0.365
A03:    0.369
A04:    0.38 
A05:    0.277
A06:    0.418
A07:    0.378
A08:    0.46 
A09:    0.268
A10:    0.268
A11:    0.386
A12:    0.215
B01:    0.39 
B02:    0.335
B03:    0.242
B04:    0.329
B05:    0.335
B06:    0.35 
B07:    0.232
B08:    0.324
B09:    0.204
B10:    0.213
B11:    0.414
B12:    0.488
C01:    0.384
C02:    0.373
C03:    0.273
C04:    0.296
C05:    0.294
C06:    0.188
C07:    0.183
C08:    0.322
C09:    0.165
C10:    0.187
C11:    0.325
C12:    0.352
D01:    0.333
D02:    0.213
D03:    0.451
D04:    0.304
D05:    0.157
D06:    0.4  
D07:    0.372
D08:    0.395
D09:    0.4  
D10:    0.163
D11:    0.342
D12:    0.292
E01:    0.234
E02:    0.191
E03:    0.434
E04:    0.43 
E05:    0.401
E06:    0.397
E07:    0.402
E08:    0.264
E09:    0.261
E10:    0.249
E11:    0.367
E12:    0.145
F01:    0.152
F02:    0.178
F03:    0.303
F04:    0.316
F05:    0.342
F06:    0.211
F07:    0.257
F08:    0.256
F09:    0.401
F10:    0.307
F11:    0.325
F12:    0.158
G01:    0.314
G02:    0.137
G03:    0.23 
G04:    0.148
G05:    0.262
G06:    0.145
G07:    0.412
G08:    0.275
G09:    0.409
G10:    0.242
G11:    0.155
G12:    0.156
H01:    0.343
H02:    0.342
H03:    0.377
H04:    0.152
H05:    0.316
H06:    0.139
H07:    0.316
H08:    0.316
H09:    0.339
H10:    0.353
H11:    0.148
H12:    0.485

