Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 4:27:22 PM
ID1: P0000000020  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.289
A02:    0.336
A03:    0.348
A04:    0.41 
A05:    0.268
A06:    0.389
A07:    0.32 
A08:    0.447
A09:    0.234
A10:    0.261
A11:    0.385
A12:    0.34 
B01:    0.367
B02:    0.35 
B03:    0.282
B04:    0.355
B05:    0.387
B06:    0.384
B07:    0.238
B08:    0.34 
B09:    0.196
B10:    0.188
B11:    0.412
B12:    0.464
C01:    0.339
C02:    0.372
C03:    0.317
C04:    0.277
C05:    0.301
C06:    0.181
C07:    0.189
C08:    0.293
C09:    0.238
C10:    0.166
C11:    0.328
C12:    0.312
D01:    0.279
D02:    0.409
D03:    0.449
D04:    0.287
D05:    0.164
D06:    0.408
D07:    0.391
D08:    0.36 
D09:    0.43 
D10:    0.143
D11:    0.269
D12:    0.266
E01:    0.22 
E02:    0.24 
E03:    0.428
E04:    0.412
E05:    0.403
E06:    0.399
E07:    0.413
E08:    0.268
E09:    0.257
E10:    0.15 
E11:    0.363
E12:    0.144
F01:    0.093
F02:    0.211
F03:    0.313
F04:    0.309
F05:    0.372
F06:    0.201
F07:    0.261
F08:    0.267
F09:    0.404
F10:    0.256
F11:    0.334
F12:    0.14 
G01:    0.313
G02:    0.111
G03:    0.242
G04:    0.144
G05:    0.208
G06:    0.172
G07:    0.441
G08:    0.296
G09:    0.414
G10:    0.242
G11:    0.167
G12:    0.164
H01:    0.301
H02:    0.316
H03:    0.395
H04:    0.15 
H05:    0.339
H06:    0.143
H07:    0.282
H08:    0.332
H09:    0.179
H10:    0.39 
H11:    0.171
H12:    0.491

