Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 4:38:15 AM
ID1: P0000000015  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.294
A02:    0.479
A03:    0.442
A04:    0.308
A05:    0.501
A06:    0.538
A07:    0.492
A08:    0.411
A09:    0.456
A10:    0.296
A11:    0.249
A12:    0.169
B01:    0.221
B02:    0.474
B03:    0.48 
B04:    0.492
B05:    0.507
B06:    0.444
B07:    0.193
B08:    0.493
B09:    0.518
B10:    0.466
B11:    0.522
B12:    0.226
C01:    0.448
C02:    0.213
C03:    0.241
C04:    0.404
C05:    0.173
C06:    0.574
C07:    0.169
C08:    0.365
C09:    0.345
C10:    0.503
C11:    0.254
C12:    0.471
D01:    0.511
D02:    0.161
D03:    0.498
D04:    0.445
D05:    0.443
D06:    0.522
D07:    0.49 
D08:    0.152
D09:    0.549
D10:    0.497
D11:    0.209
D12:    0.548
E01:    0.367
E02:    0.476
E03:    0.438
E04:    0.383
E05:    0.397
E06:    0.478
E07:    0.386
E08:    0.399
E09:    0.467
E10:    0.449
E11:    0.485
E12:    0.524
F01:    0.333
F02:    0.455
F03:    0.434
F04:    0.409
F05:    0.485
F06:    0.518
F07:    0.331
F08:    0.367
F09:    0.42 
F10:    0.362
F11:    0.647
F12:    0.364
G01:    0.464
G02:    0.447
G03:    0.279
G04:    0.519
G05:    0.329
G06:    0.437
G07:    0.752
G08:    0.124
G09:    0.426
G10:    0.601
G11:    0.473
G12:    0.479
H01:    0.278
H02:    0.336
H03:    0.268
H04:    0.431
H05:    0.261
H06:    0.344
H07:    0.273
H08:    0.21 
H09:    0.513
H10:    0.316
H11:    0.14 
H12:    0.149

