Testname: FB_OD600scan_96well
Date: 12/8/2025  Time: 11:53:56 PM
ID1: P0000000028  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.147
A02:    0.148
A03:    0.211
A04:    0.17 
A05:    0.253
A06:    0.159
A07:    0.219
A08:    0.17 
A09:    0.229
A10:    0.192
A11:    0.172
A12:    0.178
B01:    0.12 
B02:    0.253
B03:    0.145
B04:    0.329
B05:    0.246
B06:    0.167
B07:    0.149
B08:    0.304
B09:    0.2  
B10:    0.221
B11:    0.265
B12:    0.11 
C01:    0.16 
C02:    0.122
C03:    0.236
C04:    0.247
C05:    0.138
C06:    0.294
C07:    0.167
C08:    0.225
C09:    0.269
C10:    0.162
C11:    0.142
C12:    0.248
D01:    0.224
D02:    0.1  
D03:    0.246
D04:    0.148
D05:    0.144
D06:    0.175
D07:    0.256
D08:    0.155
D09:    0.304
D10:    0.237
D11:    0.141
D12:    0.48 
E01:    0.143
E02:    0.216
E03:    0.195
E04:    0.241
E05:    0.159
E06:    0.197
E07:    0.154
E08:    0.173
E09:    0.251
E10:    0.236
E11:    0.23 
E12:    0.204
F01:    0.102
F02:    0.182
F03:    0.164
F04:    0.139
F05:    0.168
F06:    0.142
F07:    0.137
F08:    0.151
F09:    0.141
F10:    0.146
F11:    0.149
F12:    0.131
G01:    0.132
G02:    0.122
G03:    0.1  
G04:    0.115
G05:    0.137
G06:    0.16 
G07:    0.195
G08:    0.142
G09:    0.166
G10:    0.169
G11:    0.151
G12:    0.184
H01:    0.078
H02:    0.136
H03:    0.064
H04:    0.176
H05:    0.125
H06:    0.136
H07:    0.143
H08:    0.139
H09:    0.182
H10:    0.149
H11:    0.102
H12:    0.109

