Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 9:11:14 PM
ID1: P0000000018  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.405
A02:    0.363
A03:    0.398
A04:    0.401
A05:    0.276
A06:    0.391
A07:    0.337
A08:    0.448
A09:    0.249
A10:    0.268
A11:    0.372
A12:    0.378
B01:    0.339
B02:    0.376
B03:    0.312
B04:    0.315
B05:    0.334
B06:    0.336
B07:    0.27 
B08:    0.318
B09:    0.196
B10:    0.219
B11:    0.404
B12:    0.432
C01:    0.385
C02:    0.371
C03:    0.239
C04:    0.296
C05:    0.293
C06:    0.167
C07:    0.177
C08:    0.327
C09:    0.183
C10:    0.237
C11:    0.305
C12:    0.345
D01:    0.316
D02:    0.222
D03:    0.421
D04:    0.293
D05:    0.162
D06:    0.396
D07:    0.325
D08:    0.385
D09:    0.395
D10:    0.161
D11:    0.313
D12:    0.272
E01:    0.195
E02:    0.189
E03:    0.448
E04:    0.435
E05:    0.405
E06:    0.4  
E07:    0.407
E08:    0.288
E09:    0.259
E10:    0.234
E11:    0.377
E12:    0.155
F01:    0.113
F02:    0.222
F03:    0.298
F04:    0.327
F05:    0.383
F06:    0.217
F07:    0.236
F08:    0.242
F09:    0.378
F10:    0.296
F11:    0.319
F12:    0.143
G01:    0.322
G02:    0.142
G03:    0.161
G04:    0.128
G05:    0.272
G06:    0.142
G07:    0.402
G08:    0.293
G09:    0.412
G10:    0.24 
G11:    0.163
G12:    0.143
H01:    0.354
H02:    0.341
H03:    0.433
H04:    0.118
H05:    0.318
H06:    0.149
H07:    0.313
H08:    0.306
H09:    0.35 
H10:    0.376
H11:    0.124
H12:    0.412

