Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 1:20:37 AM
ID1: P0000000004  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.158
A02:    0.248
A03:    0.229
A04:    0.229
A05:    0.208
A06:    0.189
A07:    0.276
A08:    0.315
A09:    0.236
A10:    0.341
A11:    0.34 
A12:    0.191
B01:    0.313
B02:    0.341
B03:    0.153
B04:    0.186
B05:    0.552
B06:    0.565
B07:    0.183
B08:    0.23 
B09:    0.172
B10:    0.222
B11:    0.268
B12:    0.208
C01:    0.157
C02:    0.251
C03:    0.45 
C04:    0.165
C05:    0.175
C06:    0.176
C07:    0.158
C08:    0.26 
C09:    0.175
C10:    0.143
C11:    0.273
C12:    0.263
D01:    0.187
D02:    0.15 
D03:    0.318
D04:    0.168
D05:    0.144
D06:    0.322
D07:    0.246
D08:    0.203
D09:    0.304
D10:    0.135
D11:    0.155
D12:    0.128
E01:    0.164
E02:    0.146
E03:    0.318
E04:    0.266
E05:    0.318
E06:    0.311
E07:    0.293
E08:    0.263
E09:    0.153
E10:    0.124
E11:    0.266
E12:    0.107
F01:    0.134
F02:    0.137
F03:    0.144
F04:    0.373
F05:    0.185
F06:    0.184
F07:    0.152
F08:    0.158
F09:    0.418
F10:    0.138
F11:    0.262
F12:    0.11 
G01:    0.202
G02:    0.128
G03:    0.13 
G04:    0.129
G05:    0.139
G06:    0.132
G07:    0.151
G08:    0.26 
G09:    0.137
G10:    0.13 
G11:    0.151
G12:    0.12 
H01:    0.142
H02:    0.304
H03:    0.293
H04:    0.135
H05:    0.36 
H06:    0.127
H07:    0.149
H08:    0.278
H09:    0.157
H10:    0.191
H11:    0.133
H12:    0.301

