Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 12:15:18 AM
ID1: P0000000021  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.152
A02:    0.14 
A03:    0.209
A04:    0.157
A05:    0.281
A06:    0.175
A07:    0.246
A08:    0.181
A09:    0.179
A10:    0.178
A11:    0.217
A12:    0.173
B01:    0.149
B02:    0.239
B03:    0.338
B04:    0.158
B05:    0.195
B06:    0.178
B07:    0.165
B08:    0.125
B09:    0.183
B10:    0.235
B11:    0.42 
B12:    0.154
C01:    0.144
C02:    0.139
C03:    0.344
C04:    0.178
C05:    0.147
C06:    0.19 
C07:    0.318
C08:    0.377
C09:    0.162
C10:    0.345
C11:    0.153
C12:    0.423
D01:    0.206
D02:    0.158
D03:    0.166
D04:    0.182
D05:    0.193
D06:    0.149
D07:    0.155
D08:    0.193
D09:    0.16 
D10:    0.153
D11:    0.155
D12:    0.138
E01:    0.133
E02:    0.284
E03:    0.265
E04:    0.148
E05:    0.361
E06:    0.165
E07:    0.161
E08:    0.239
E09:    0.171
E10:    0.345
E11:    0.129
E12:    0.234
F01:    0.129
F02:    0.181
F03:    0.153
F04:    0.163
F05:    0.149
F06:    0.272
F07:    0.148
F08:    0.142
F09:    0.186
F10:    0.146
F11:    0.238
F12:    0.203
G01:    0.224
G02:    0.158
G03:    0.257
G04:    0.291
G05:    0.144
G06:    0.145
G07:    0.147
G08:    0.153
G09:    0.127
G10:    0.128
G11:    0.132
G12:    0.135
H01:    0.167
H02:    0.108
H03:    0.152
H04:    0.365
H05:    0.144
H06:    0.168
H07:    0.145
H08:    0.128
H09:    0.11 
H10:    0.111
H11:    0.427
H12:    0.153

