Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 4:21:13 PM
ID1: P0000000022  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.115
A02:    0.541
A03:    0.341
A04:    0.467
A05:    0.35 
A06:    0.376
A07:    0.54 
A08:    0.287
A09:    0.226
A10:    0.508
A11:    0.447
A12:    0.196
B01:    0.58 
B02:    0.567
B03:    0.482
B04:    0.543
B05:    0.534
B06:    0.247
B07:    0.192
B08:    0.211
B09:    0.488
B10:    0.596
B11:    0.822
B12:    0.183
C01:    0.272
C02:    0.559
C03:    0.445
C04:    0.364
C05:    0.27 
C06:    0.339
C07:    0.562
C08:    0.44 
C09:    0.27 
C10:    0.571
C11:    0.746
C12:    0.463
D01:    0.292
D02:    0.386
D03:    0.576
D04:    0.527
D05:    0.301
D06:    0.253
D07:    0.26 
D08:    0.297
D09:    0.478
D10:    0.583
D11:    0.361
D12:    0.304
E01:    0.107
E02:    0.591
E03:    0.519
E04:    0.394
E05:    0.509
E06:    0.447
E07:    0.495
E08:    0.461
E09:    0.466
E10:    0.429
E11:    0.177
E12:    0.361
F01:    0.105
F02:    0.394
F03:    0.442
F04:    0.509
F05:    0.452
F06:    0.424
F07:    0.502
F08:    0.421
F09:    0.493
F10:    0.479
F11:    0.327
F12:    0.449
G01:    0.371
G02:    0.672
G03:    0.515
G04:    0.434
G05:    0.283
G06:    0.561
G07:    0.257
G08:    0.702
G09:    0.287
G10:    0.455
G11:    0.395
G12:    0.389
H01:    0.522
H02:    0.687
H03:    0.346
H04:    0.423
H05:    0.576
H06:    0.252
H07:    0.352
H08:    0.311
H09:    0.356
H10:    0.45 
H11:    0.501
H12:    0.57 

