Testname: FB_OD600scan_96well
Date: 12/11/2025  Time: 1:12:26 AM
ID1: P0000000004  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.362
A02:    0.346
A03:    0.347
A04:    0.379
A05:    0.269
A06:    0.388
A07:    0.36 
A08:    0.482
A09:    0.293
A10:    0.283
A11:    0.422
A12:    0.207
B01:    0.372
B02:    0.334
B03:    0.222
B04:    0.308
B05:    0.314
B06:    0.325
B07:    0.282
B08:    0.319
B09:    0.248
B10:    0.187
B11:    0.394
B12:    0.45 
C01:    0.385
C02:    0.37 
C03:    0.332
C04:    0.296
C05:    0.298
C06:    0.171
C07:    0.194
C08:    0.345
C09:    0.168
C10:    0.279
C11:    0.32 
C12:    0.389
D01:    0.291
D02:    0.198
D03:    0.431
D04:    0.337
D05:    0.159
D06:    0.343
D07:    0.35 
D08:    0.311
D09:    0.41 
D10:    0.151
D11:    0.269
D12:    0.346
E01:    0.246
E02:    0.189
E03:    0.41 
E04:    0.397
E05:    0.389
E06:    0.39 
E07:    0.398
E08:    0.235
E09:    0.253
E10:    0.154
E11:    0.342
E12:    0.134
F01:    0.15 
F02:    0.247
F03:    0.29 
F04:    0.35 
F05:    0.355
F06:    0.209
F07:    0.23 
F08:    0.238
F09:    0.367
F10:    0.255
F11:    0.311
F12:    0.131
G01:    0.314
G02:    0.14 
G03:    0.142
G04:    0.149
G05:    0.29 
G06:    0.139
G07:    0.342
G08:    0.284
G09:    0.394
G10:    0.252
G11:    0.143
G12:    0.124
H01:    0.311
H02:    0.291
H03:    0.387
H04:    0.15 
H05:    0.295
H06:    0.154
H07:    0.31 
H08:    0.342
H09:    0.234
H10:    0.361
H11:    0.123
H12:    0.489

