Testname: FB_OD600scan_96well
Date: 12/8/2025  Time: 9:45:02 PM
ID1: P0000000015  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.165
A02:    0.156
A03:    0.183
A04:    0.174
A05:    0.191
A06:    0.19 
A07:    0.219
A08:    0.184
A09:    0.211
A10:    0.167
A11:    0.158
A12:    0.15 
B01:    0.14 
B02:    0.152
B03:    0.155
B04:    0.152
B05:    0.166
B06:    0.172
B07:    0.153
B08:    0.163
B09:    0.174
B10:    0.177
B11:    0.183
B12:    0.12 
C01:    0.15 
C02:    0.129
C03:    0.148
C04:    0.157
C05:    0.138
C06:    0.212
C07:    0.156
C08:    0.206
C09:    0.222
C10:    0.152
C11:    0.152
C12:    0.213
D01:    0.168
D02:    0.153
D03:    0.172
D04:    0.153
D05:    0.152
D06:    0.16 
D07:    0.154
D08:    0.149
D09:    0.161
D10:    0.143
D11:    0.117
D12:    0.274
E01:    0.146
E02:    0.169
E03:    0.17 
E04:    0.239
E05:    0.149
E06:    0.162
E07:    0.135
E08:    0.157
E09:    0.176
E10:    0.194
E11:    0.185
E12:    0.176
F01:    0.134
F02:    0.216
F03:    0.158
F04:    0.141
F05:    0.161
F06:    0.14 
F07:    0.135
F08:    0.147
F09:    0.137
F10:    0.136
F11:    0.142
F12:    0.123
G01:    0.145
G02:    0.157
G03:    0.151
G04:    0.12 
G05:    0.142
G06:    0.157
G07:    0.155
G08:    0.149
G09:    0.158
G10:    0.134
G11:    0.166
G12:    0.145
H01:    0.122
H02:    0.181
H03:    0.131
H04:    0.177
H05:    0.147
H06:    0.143
H07:    0.149
H08:    0.116
H09:    0.116
H10:    0.104
H11:    0.128
H12:    0.127

