Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 8:01:27 AM
ID1: P0000000020  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.169
A02:    0.352
A03:    0.345
A04:    0.211
A05:    0.285
A06:    0.297
A07:    0.311
A08:    0.415
A09:    0.241
A10:    0.344
A11:    0.414
A12:    0.133
B01:    0.341
B02:    0.363
B03:    0.16 
B04:    0.216
B05:    0.454
B06:    0.444
B07:    0.252
B08:    0.298
B09:    0.3  
B10:    0.278
B11:    0.419
B12:    0.396
C01:    0.225
C02:    0.301
C03:    0.371
C04:    0.27 
C05:    0.282
C06:    0.176
C07:    0.176
C08:    0.294
C09:    0.18 
C10:    0.132
C11:    0.344
C12:    0.284
D01:    0.218
D02:    0.216
D03:    0.435
D04:    0.254
D05:    0.145
D06:    0.402
D07:    0.294
D08:    0.286
D09:    0.448
D10:    0.135
D11:    0.148
D12:    0.281
E01:    0.12 
E02:    0.143
E03:    0.49 
E04:    0.467
E05:    0.396
E06:    0.389
E07:    0.439
E08:    0.255
E09:    0.254
E10:    0.127
E11:    0.444
E12:    0.174
F01:    0.085
F02:    0.116
F03:    0.143
F04:    0.417
F05:    0.19 
F06:    0.225
F07:    0.209
F08:    0.254
F09:    0.447
F10:    0.207
F11:    0.384
F12:    0.128
G01:    0.223
G02:    0.145
G03:    0.12 
G04:    0.135
G05:    0.148
G06:    0.141
G07:    0.295
G08:    0.265
G09:    0.156
G10:    0.224
G11:    0.167
G12:    0.14 
H01:    0.22 
H02:    0.335
H03:    0.391
H04:    0.137
H05:    0.384
H06:    0.137
H07:    0.264
H08:    0.228
H09:    0.152
H10:    0.3  
H11:    0.149
H12:    0.476

