Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 7:43:51 AM
ID1: P0000000015  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.318
A02:    0.483
A03:    0.442
A04:    0.31 
A05:    0.49 
A06:    0.534
A07:    0.495
A08:    0.406
A09:    0.457
A10:    0.272
A11:    0.253
A12:    0.176
B01:    0.232
B02:    0.472
B03:    0.519
B04:    0.492
B05:    0.508
B06:    0.41 
B07:    0.192
B08:    0.457
B09:    0.509
B10:    0.463
B11:    0.522
B12:    0.223
C01:    0.461
C02:    0.239
C03:    0.246
C04:    0.402
C05:    0.187
C06:    0.567
C07:    0.174
C08:    0.323
C09:    0.356
C10:    0.502
C11:    0.271
C12:    0.472
D01:    0.509
D02:    0.161
D03:    0.454
D04:    0.461
D05:    0.437
D06:    0.523
D07:    0.493
D08:    0.154
D09:    0.525
D10:    0.498
D11:    0.232
D12:    0.546
E01:    0.405
E02:    0.471
E03:    0.441
E04:    0.381
E05:    0.406
E06:    0.475
E07:    0.412
E08:    0.381
E09:    0.466
E10:    0.45 
E11:    0.488
E12:    0.535
F01:    0.321
F02:    0.447
F03:    0.442
F04:    0.42 
F05:    0.484
F06:    0.487
F07:    0.307
F08:    0.366
F09:    0.416
F10:    0.362
F11:    0.658
F12:    0.391
G01:    0.462
G02:    0.45 
G03:    0.275
G04:    0.512
G05:    0.3  
G06:    0.443
G07:    0.728
G08:    0.142
G09:    0.426
G10:    0.606
G11:    0.49 
G12:    0.483
H01:    0.261
H02:    0.338
H03:    0.269
H04:    0.407
H05:    0.284
H06:    0.337
H07:    0.276
H08:    0.206
H09:    0.504
H10:    0.296
H11:    0.133
H12:    0.137

