Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 1:41:42 PM
ID1: P0000000004  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.255
A02:    0.371
A03:    0.393
A04:    0.245
A05:    0.271
A06:    0.328
A07:    0.284
A08:    0.453
A09:    0.243
A10:    0.324
A11:    0.429
A12:    0.179
B01:    0.439
B02:    0.443
B03:    0.241
B04:    0.299
B05:    0.466
B06:    0.448
B07:    0.268
B08:    0.307
B09:    0.197
B10:    0.182
B11:    0.454
B12:    0.441
C01:    0.246
C02:    0.392
C03:    0.322
C04:    0.26 
C05:    0.352
C06:    0.178
C07:    0.18 
C08:    0.327
C09:    0.146
C10:    0.154
C11:    0.339
C12:    0.276
D01:    0.283
D02:    0.249
D03:    0.451
D04:    0.272
D05:    0.16 
D06:    0.455
D07:    0.328
D08:    0.38 
D09:    0.436
D10:    0.147
D11:    0.207
D12:    0.29 
E01:    0.293
E02:    0.244
E03:    0.509
E04:    0.459
E05:    0.409
E06:    0.4  
E07:    0.465
E08:    0.238
E09:    0.26 
E10:    0.128
E11:    0.385
E12:    0.118
F01:    0.139
F02:    0.231
F03:    0.139
F04:    0.391
F05:    0.4  
F06:    0.23 
F07:    0.207
F08:    0.251
F09:    0.454
F10:    0.311
F11:    0.386
F12:    0.11 
G01:    0.279
G02:    0.135
G03:    0.139
G04:    0.138
G05:    0.247
G06:    0.13 
G07:    0.373
G08:    0.27 
G09:    0.416
G10:    0.25 
G11:    0.146
G12:    0.12 
H01:    0.317
H02:    0.31 
H03:    0.36 
H04:    0.143
H05:    0.343
H06:    0.131
H07:    0.224
H08:    0.282
H09:    0.165
H10:    0.317
H11:    0.135
H12:    0.497

