Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 9:46:15 PM
ID1: P0000000011  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.296
A02:    0.49 
A03:    0.414
A04:    0.386
A05:    0.479
A06:    0.518
A07:    0.516
A08:    0.422
A09:    0.463
A10:    0.222
A11:    0.316
A12:    0.225
B01:    0.242
B02:    0.492
B03:    0.538
B04:    0.457
B05:    0.472
B06:    0.429
B07:    0.195
B08:    0.441
B09:    0.474
B10:    0.475
B11:    0.434
B12:    0.233
C01:    0.476
C02:    0.239
C03:    0.324
C04:    0.418
C05:    0.253
C06:    0.523
C07:    0.179
C08:    0.317
C09:    0.335
C10:    0.463
C11:    0.317
C12:    0.518
D01:    0.474
D02:    0.168
D03:    0.215
D04:    0.346
D05:    0.469
D06:    0.503
D07:    0.49 
D08:    0.151
D09:    0.4  
D10:    0.461
D11:    0.247
D12:    0.552
E01:    0.424
E02:    0.444
E03:    0.446
E04:    0.396
E05:    0.421
E06:    0.448
E07:    0.423
E08:    0.378
E09:    0.457
E10:    0.466
E11:    0.494
E12:    0.519
F01:    0.312
F02:    0.407
F03:    0.411
F04:    0.465
F05:    0.458
F06:    0.509
F07:    0.281
F08:    0.366
F09:    0.38 
F10:    0.313
F11:    0.481
F12:    0.396
G01:    0.436
G02:    0.426
G03:    0.148
G04:    0.485
G05:    0.318
G06:    0.424
G07:    0.699
G08:    0.152
G09:    0.472
G10:    0.609
G11:    0.454
G12:    0.466
H01:    0.189
H02:    0.317
H03:    0.143
H04:    0.398
H05:    0.366
H06:    0.338
H07:    0.327
H08:    0.355
H09:    0.468
H10:    0.345
H11:    0.283
H12:    0.271

