Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 2:52:01 PM
ID1: P0000000021  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.127
A02:    0.558
A03:    0.344
A04:    0.435
A05:    0.359
A06:    0.386
A07:    0.562
A08:    0.309
A09:    0.25 
A10:    0.577
A11:    0.473
A12:    0.207
B01:    0.597
B02:    0.561
B03:    0.463
B04:    0.525
B05:    0.541
B06:    0.24 
B07:    0.24 
B08:    0.211
B09:    0.211
B10:    0.582
B11:    0.67 
B12:    0.149
C01:    0.273
C02:    0.603
C03:    0.444
C04:    0.366
C05:    0.267
C06:    0.355
C07:    0.566
C08:    0.449
C09:    0.273
C10:    0.579
C11:    0.429
C12:    0.49 
D01:    0.302
D02:    0.371
D03:    0.68 
D04:    0.51 
D05:    0.312
D06:    0.253
D07:    0.258
D08:    0.313
D09:    0.452
D10:    0.579
D11:    0.36 
D12:    0.275
E01:    0.148
E02:    0.594
E03:    0.523
E04:    0.34 
E05:    0.496
E06:    0.446
E07:    0.493
E08:    0.462
E09:    0.518
E10:    0.438
E11:    0.176
E12:    0.333
F01:    0.277
F02:    0.364
F03:    0.388
F04:    0.506
F05:    0.43 
F06:    0.424
F07:    0.524
F08:    0.426
F09:    0.488
F10:    0.437
F11:    0.335
F12:    0.416
G01:    0.392
G02:    0.681
G03:    0.525
G04:    0.435
G05:    0.312
G06:    1.383
G07:    0.269
G08:    0.693
G09:    0.274
G10:    0.475
G11:    0.433
G12:    0.382
H01:    0.54 
H02:    0.67 
H03:    0.339
H04:    0.43 
H05:    0.551
H06:    0.192
H07:    0.303
H08:    0.314
H09:    0.327
H10:    0.428
H11:    0.467
H12:    0.544

