Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 8:57:37 AM
ID1: P0000000006  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.171
A02:    0.326
A03:    0.423
A04:    0.202
A05:    0.278
A06:    0.279
A07:    0.319
A08:    0.426
A09:    0.25 
A10:    0.33 
A11:    0.403
A12:    0.238
B01:    0.389
B02:    0.431
B03:    0.194
B04:    0.24 
B05:    0.423
B06:    0.428
B07:    0.266
B08:    0.306
B09:    0.309
B10:    0.18 
B11:    0.399
B12:    0.42 
C01:    0.258
C02:    0.317
C03:    0.358
C04:    0.23 
C05:    0.304
C06:    0.156
C07:    0.178
C08:    0.296
C09:    0.148
C10:    0.17 
C11:    0.347
C12:    0.241
D01:    0.231
D02:    0.206
D03:    0.431
D04:    0.281
D05:    0.15 
D06:    0.416
D07:    0.308
D08:    0.297
D09:    0.461
D10:    0.144
D11:    0.165
D12:    0.294
E01:    0.184
E02:    0.203
E03:    0.518
E04:    0.457
E05:    0.423
E06:    0.422
E07:    0.443
E08:    0.233
E09:    0.236
E10:    0.134
E11:    0.351
E12:    0.149
F01:    0.128
F02:    0.157
F03:    0.15 
F04:    0.401
F05:    0.212
F06:    0.247
F07:    0.286
F08:    0.257
F09:    0.446
F10:    0.196
F11:    0.377
F12:    0.132
G01:    0.28 
G02:    0.125
G03:    0.133
G04:    0.135
G05:    0.209
G06:    0.139
G07:    0.302
G08:    0.282
G09:    0.227
G10:    0.229
G11:    0.14 
G12:    0.148
H01:    0.236
H02:    0.334
H03:    0.378
H04:    0.145
H05:    0.359
H06:    0.147
H07:    0.272
H08:    0.238
H09:    0.162
H10:    0.297
H11:    0.145
H12:    0.425

