Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 9:58:20 PM
ID1: P0000000019  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.293
A02:    0.356
A03:    0.348
A04:    0.321
A05:    0.246
A06:    0.366
A07:    0.346
A08:    0.428
A09:    0.232
A10:    0.295
A11:    0.407
A12:    0.252
B01:    0.365
B02:    0.384
B03:    0.233
B04:    0.328
B05:    0.477
B06:    0.475
B07:    0.246
B08:    0.351
B09:    0.221
B10:    0.193
B11:    0.457
B12:    0.446
C01:    0.32 
C02:    0.407
C03:    0.347
C04:    0.345
C05:    0.299
C06:    0.152
C07:    0.189
C08:    0.313
C09:    0.208
C10:    0.159
C11:    0.38 
C12:    0.288
D01:    0.277
D02:    0.331
D03:    0.456
D04:    0.277
D05:    0.164
D06:    0.49 
D07:    0.406
D08:    0.382
D09:    0.426
D10:    0.165
D11:    0.215
D12:    0.257
E01:    0.176
E02:    0.213
E03:    0.485
E04:    0.421
E05:    0.403
E06:    0.426
E07:    0.497
E08:    0.274
E09:    0.203
E10:    0.15 
E11:    0.426
E12:    0.139
F01:    0.143
F02:    0.234
F03:    0.23 
F04:    0.345
F05:    0.434
F06:    0.236
F07:    0.28 
F08:    0.273
F09:    0.422
F10:    0.295
F11:    0.367
F12:    0.129
G01:    0.303
G02:    0.14 
G03:    0.173
G04:    0.151
G05:    0.246
G06:    0.144
G07:    0.529
G08:    0.282
G09:    0.465
G10:    0.276
G11:    0.13 
G12:    0.108
H01:    0.341
H02:    0.306
H03:    0.374
H04:    0.146
H05:    0.341
H06:    0.142
H07:    0.238
H08:    0.3  
H09:    0.153
H10:    0.37 
H11:    0.138
H12:    0.415

