Testname: FB_OD600scan_96well
Date: 12/8/2025  Time: 5:55:05 PM
ID1: P0000000024  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.143
A02:    0.137
A03:    0.176
A04:    0.159
A05:    0.163
A06:    0.152
A07:    0.19 
A08:    0.144
A09:    0.169
A10:    0.162
A11:    0.192
A12:    0.163
B01:    0.141
B02:    0.149
B03:    0.155
B04:    0.142
B05:    0.142
B06:    0.14 
B07:    0.133
B08:    0.118
B09:    0.185
B10:    0.126
B11:    0.125
B12:    0.113
C01:    0.15 
C02:    0.123
C03:    0.154
C04:    0.147
C05:    0.122
C06:    0.163
C07:    0.172
C08:    0.15 
C09:    0.154
C10:    0.133
C11:    0.15 
C12:    0.118
D01:    0.196
D02:    0.142
D03:    0.152
D04:    0.141
D05:    0.146
D06:    0.141
D07:    0.137
D08:    0.145
D09:    0.13 
D10:    0.135
D11:    0.135
D12:    0.12 
E01:    0.125
E02:    0.127
E03:    0.148
E04:    0.14 
E05:    0.141
E06:    0.134
E07:    0.137
E08:    0.146
E09:    0.147
E10:    0.157
E11:    0.113
E12:    0.109
F01:    0.114
F02:    0.125
F03:    0.135
F04:    0.128
F05:    0.131
F06:    0.142
F07:    0.132
F08:    0.127
F09:    0.134
F10:    0.106
F11:    0.126
F12:    0.118
G01:    0.108
G02:    0.124
G03:    0.139
G04:    0.129
G05:    0.126
G06:    0.118
G07:    0.119
G08:    0.149
G09:    0.114
G10:    0.138
G11:    0.107
G12:    0.141
H01:    0.127
H02:    0.159
H03:    0.135
H04:    0.142
H05:    0.148
H06:    0.148
H07:    0.132
H08:    0.158
H09:    0.129
H10:    0.143
H11:    0.133
H12:    0.104

